"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_32682"	"ntLink_6"	" 4087165"	"11929069"	"+"	"  2098"	"    17.00"	"    24.34"	"    14.00"	"   171.80"	"    4.00"	"    91.00"	"    15.17"	"   966.00"	"    80.40"	"    16.00"	"  199.00"	"    91.00"	"   29.00"	"    46.00"	"    53.00"	"   10.00"	"   51.75"	"   659.86"	"    32.00"	"    3.00"	"   292.00"	"    18.50"	"     0.00"	"    16.33"	"     7.00"	"   302.00"	"    73.28"	"  137.00"	"   37.00"	"     9.74"	"     0.00"	"    15.67"	"   13.50"	"    88.00"	"   337.00"	"  4179.00"	" 2517.00"	"    23.67"	"     6.00"	"    91.01"
"lncRNA_32687"	"ptg000002l"	" 5277471"	"10641390"	"+"	"  7617"	"    51.00"	"     9.00"	"     2.00"	"    20.37"	"   29.60"	"    24.26"	"    40.00"	"    10.64"	"    96.00"	"    27.00"	"    0.00"	"    21.63"	"  179.00"	"     7.00"	"    84.92"	"   80.00"	"  140.50"	"    31.50"	"    15.00"	"   15.00"	"   263.35"	"    80.00"	"     4.52"	"     1.00"	"     6.00"	"     0.00"	"    28.00"	"  187.95"	"  298.02"	"    10.00"	"   121.00"	" 56330.82"	"    1.00"	"    25.50"	"   205.93"	"  1667.00"	"  169.00"	"   137.83"	"    50.00"	"    31.00"
"lncRNA_32691"	"ptg000008l"	" 3924172"	" 2297681"	"+"	"  3360"	"  1770.44"	"   512.62"	"    24.50"	"    31.95"	"   38.43"	"    67.00"	"   211.50"	"    16.43"	"   167.83"	"   993.00"	"   31.63"	"    14.00"	"  129.26"	"    14.50"	"   316.52"	"   64.50"	"   40.00"	"     0.00"	"     0.00"	"    5.25"	"    24.17"	"    84.00"	"    61.86"	"     1.42"	"    48.00"	"   240.94"	"    24.00"	"    4.00"	"    4.00"	"     7.00"	"    16.50"	"   147.00"	"  144.00"	"    25.00"	"   571.00"	"   209.67"	"    0.00"	"   404.50"	"    61.80"	"     0.00"
"lncRNA_32692"	"ptg000072c"	" 6231950"	"39237962"	"+"	"  9727"	"    29.67"	"    24.00"	"   214.00"	"   117.00"	"   61.21"	"   233.38"	"   123.00"	"    79.97"	"    32.92"	"     2.00"	"13403.00"	"   671.30"	"   16.19"	"   157.17"	"    45.83"	"   25.00"	"    0.33"	"    30.03"	"     1.50"	"    1.00"	"     1.33"	"  1182.00"	"    90.91"	"    33.00"	"   115.23"	"   410.00"	"   365.00"	"    2.50"	"  532.19"	"    33.00"	"   200.83"	"    77.00"	"  229.64"	"   186.47"	"   327.31"	"     3.83"	" 3724.00"	"   143.20"	"   353.53"	"  5743.64"
"lncRNA_32718"	"ptg000023l"	"11569488"	"25041391"	"+"	"  2179"	"    54.00"	"     9.67"	"    69.50"	"   158.00"	"  147.70"	"    12.50"	"     0.00"	"    41.50"	"    30.55"	"    40.83"	"   99.00"	"   108.00"	"   64.00"	"   151.00"	"     9.67"	"  159.00"	"    9.00"	"     0.00"	"    28.02"	"    0.00"	"     2.00"	"     1.50"	"   279.00"	"  2570.50"	"   206.26"	"   820.00"	"    20.00"	"   18.58"	"   37.17"	"    31.00"	"    39.00"	"    50.00"	"   17.86"	"    66.50"	"    89.43"	"  1132.14"	"  192.45"	"    87.00"	"     2.50"	"   746.00"
"lncRNA_32719"	"ptg000025l"	"31375432"	" 1275997"	"+"	"  1564"	"    25.00"	"  1622.33"	"  2557.32"	"     3.12"	"   98.00"	"   192.00"	"   131.38"	"    82.94"	"   162.91"	"    21.00"	"   10.00"	"    18.79"	"   33.33"	"    16.00"	"   375.96"	"  149.00"	"   12.00"	"    26.00"	"   163.67"	" 8228.00"	"    14.00"	"   180.28"	"     8.00"	"     0.00"	"   727.00"	"    26.00"	"    10.00"	"  117.50"	"  122.88"	"   146.87"	"   166.60"	"    77.00"	"    5.22"	"    63.33"	"    45.00"	"   117.00"	"   62.50"	"   207.00"	"   378.63"	"   295.00"
"lncRNA_32720"	"ptg000036l"	"11029243"	" 1995551"	"+"	"  1428"	"   956.00"	"    43.50"	"    93.00"	"    67.00"	"   64.00"	"   126.00"	"   204.50"	"    63.00"	"  2150.00"	"  3564.53"	"   30.50"	"     4.00"	"  150.00"	"    40.00"	"     4.00"	"   71.00"	"   39.50"	"    63.95"	"   137.00"	"    0.00"	"    79.00"	"    46.33"	"    83.00"	"    33.50"	"   189.05"	"     3.50"	"    98.33"	"   69.46"	"  318.50"	"    13.67"	"     6.00"	"   787.20"	"   22.30"	"    27.27"	"  2240.50"	"    33.00"	"    0.00"	"    56.50"	"    61.00"	"    24.11"
"lncRNA_32721"	"ptg000023l"	"11394141"	" 5380826"	"+"	"  1515"	"     7.38"	"     6.00"	"  1347.45"	"    16.67"	"  170.00"	"   322.16"	"   102.33"	"   547.91"	"     7.00"	"    22.00"	"   19.00"	"   123.00"	"  139.50"	"    15.50"	"    27.00"	"   81.83"	" 1128.00"	"    14.80"	"    29.00"	"  224.67"	"   196.00"	"    35.00"	"    27.50"	"     0.00"	"     2.00"	"    22.50"	"    41.33"	"   33.00"	"    3.00"	"   110.18"	"   102.16"	"   153.66"	"    4.50"	"    27.70"	"    17.00"	"    32.75"	"   21.25"	"    14.46"	"   230.00"	"   170.04"
"lncRNA_32722"	"ntLink_6"	" 4268076"	" 7199193"	"+"	"  1944"	"    46.50"	"    25.43"	"    77.00"	"    13.50"	"   18.40"	"   695.00"	"    13.00"	"    69.38"	"     0.33"	"     8.33"	" 1071.00"	"  2251.73"	"  137.00"	"   141.00"	"  3282.00"	"  166.00"	"   57.00"	"   320.58"	"   831.00"	"  315.50"	"     4.00"	"    12.38"	"    14.00"	"    10.89"	"    69.66"	"    19.00"	"   184.93"	"    3.84"	"   10.17"	"   951.00"	"  3479.25"	"   797.32"	"   12.00"	"     4.00"	"    22.18"	"     2.00"	"  136.50"	"   189.00"	"   699.50"	"     0.00"
"lncRNA_32726"	"ptg000002l"	" 9732734"	"19323983"	"+"	"  1193"	"    27.33"	"    90.00"	"  1036.50"	"    23.00"	"   35.45"	"   135.08"	"    68.20"	"     5.62"	"   116.84"	"     7.06"	"   29.00"	"     4.00"	"   92.50"	"   449.59"	"   284.80"	"   82.00"	"    1.14"	"   134.53"	"    14.78"	"   64.00"	"   413.44"	"    89.00"	"   318.58"	"    59.00"	"    30.75"	"    14.32"	"   825.00"	"  269.00"	"   37.67"	"   160.75"	"    83.00"	"    55.00"	"    2.00"	"    15.48"	"   252.70"	"   110.50"	"   15.00"	"    58.00"	"    47.50"	"   107.00"
"lncRNA_32727"	"ptg000031l"	" 7095771"	" 2858222"	"+"	"   852"	"    20.00"	"    24.00"	"   492.93"	"    36.17"	"   33.00"	"    10.00"	"   101.00"	"    52.63"	"   104.00"	"    23.00"	"  225.33"	"   483.50"	"  363.00"	"    48.31"	"     0.00"	"  107.00"	"   77.52"	"    96.79"	"  1669.00"	"  258.00"	"    15.00"	"   565.67"	"   127.00"	"    54.80"	"     4.00"	"    22.65"	"    43.34"	"   46.25"	"   78.50"	"    21.78"	"    35.65"	"    50.75"	"  912.00"	"   127.25"	"   113.08"	"   590.00"	"    1.00"	"    58.00"	"   135.42"	"   113.67"
"lncRNA_32728"	"ptg000001l"	"14036392"	" 3312263"	"+"	"  1249"	"    42.00"	"    12.33"	"   197.00"	"    15.00"	"   16.90"	"   702.00"	"    17.00"	"    35.00"	"   484.00"	"    11.90"	"   64.00"	"   197.33"	"   14.00"	"    45.50"	"     3.00"	"   10.50"	"    0.00"	"    24.00"	"   165.00"	"  169.00"	"    12.00"	"    83.00"	"   230.95"	"   139.00"	"    40.00"	"    71.83"	"    96.25"	"   15.33"	"   20.05"	"    12.76"	"    15.82"	"    71.75"	" 2355.67"	"   173.99"	"     6.75"	"     4.73"	"  181.00"	"    43.00"	"    14.00"	"    34.35"
"lncRNA_32731"	"ptg000012l"	"28056212"	"12806114"	"+"	"  2969"	"   134.82"	"  1105.00"	"    33.67"	"  1103.00"	"   49.00"	"    95.00"	"    95.00"	"     1.00"	"     9.00"	"   389.00"	"  344.66"	"    60.81"	"   28.00"	"    46.33"	"    58.00"	"   17.00"	"   20.00"	"     8.33"	"    29.10"	"  205.25"	"    31.65"	"    99.00"	"   177.76"	"   183.00"	"   484.00"	"   473.00"	"    58.00"	"  166.71"	"   41.50"	"    14.00"	"    33.00"	"   437.99"	"   12.00"	"   903.50"	"     4.83"	"    90.50"	" 1407.78"	"   320.75"	"   125.61"	"    30.00"
"lncRNA_32732"	"ntLink_6"	"30606295"	"18872671"	"+"	"  3116"	"     5.42"	"    83.00"	"   615.00"	"   101.00"	"   17.06"	"   348.00"	"    27.59"	"     7.00"	"    10.15"	"     0.00"	"   90.31"	"    82.17"	"  193.00"	"     7.73"	"     8.00"	"   48.50"	"   14.00"	"    39.45"	"     1.00"	"  515.00"	"     5.00"	"    18.00"	"     0.00"	"    12.50"	"   449.83"	"    40.00"	"   150.18"	" 1220.00"	"  219.50"	"    18.25"	"  2649.00"	"    28.00"	"   76.43"	"   159.00"	"    18.00"	"     8.17"	"    6.25"	"     2.00"	"  2138.00"	"    62.50"
"lncRNA_32733"	"ptg000016l"	" 3769798"	" 1923395"	"+"	" 86357"	"    21.08"	"    34.00"	"   299.00"	"    29.67"	"   24.00"	"     0.00"	"  1696.50"	"    30.75"	"   119.65"	"   852.50"	"    0.00"	"     3.00"	"  113.00"	"   144.52"	"    11.86"	"    0.33"	"    6.00"	"    16.43"	"     8.67"	"   17.00"	"    25.77"	"     2.55"	"    12.07"	"    66.00"	"    65.75"	"  2659.00"	"   173.31"	"  136.82"	"   33.00"	"     4.70"	"    27.93"	"    55.00"	"   17.00"	"    15.00"	"    16.00"	"   272.45"	"   63.00"	"   612.00"	"   161.50"	"     2.25"
"lncRNA_32734"	"ptg000001l"	"  913333"	" 4441787"	"+"	"  2605"	"   121.00"	"    13.67"	"   142.16"	"    41.48"	"   22.50"	"    80.67"	"     0.00"	"    31.39"	"     9.24"	"   128.00"	" 1266.00"	"    17.00"	"   30.67"	"     5.00"	"    82.88"	"  177.33"	"  159.00"	"   167.17"	"    32.00"	"   15.00"	"     6.29"	"    74.33"	"    85.85"	"   169.33"	"   289.00"	"     0.00"	"    43.17"	"   94.50"	"  194.00"	"    28.00"	"    56.72"	"    26.50"	"  274.50"	"     1.00"	"   150.37"	"   921.00"	"   29.86"	"     4.00"	"   162.50"	"    20.00"
"lncRNA_32735"	"ptg000023l"	"  308222"	"26817659"	"+"	"  6170"	"    15.20"	"    42.50"	"    28.00"	"  1707.67"	"   28.00"	"     7.80"	"   218.50"	"   101.50"	"  5681.40"	"   589.15"	"   71.75"	"    18.37"	"  515.00"	"    16.50"	"   122.00"	"  139.00"	"  131.66"	"    14.00"	"     0.00"	"  698.08"	"    46.08"	"   271.75"	" 16127.00"	"     4.75"	"    46.00"	"    82.00"	"   109.00"	"   35.25"	"   19.20"	"    40.33"	"    36.87"	"   479.34"	"    4.10"	"     6.00"	"    49.00"	"     8.33"	"    0.00"	"     0.00"	"    61.00"	"     5.85"
"lncRNA_32737"	"ptg000027l"	" 1711175"	" 4477383"	"+"	"  3592"	"   229.50"	"    23.02"	"    13.17"	"    61.00"	"  148.27"	"    51.50"	"   616.00"	"    21.79"	"    44.28"	"   884.00"	"   95.67"	"     3.36"	"   30.20"	"   318.00"	"    11.33"	" 1448.00"	"    6.75"	"   223.00"	"   456.16"	"   25.87"	"    27.67"	"    52.29"	"    49.00"	"    38.00"	"  1671.00"	"    13.00"	"    36.00"	"  210.00"	"   14.00"	"   353.42"	"   199.58"	"  3405.00"	"   62.08"	"   117.00"	"    82.50"	"    10.75"	"  176.60"	"    78.98"	"    88.00"	"   148.50"
"lncRNA_32738"	"ntLink_6"	" 2648311"	" 7442313"	"+"	"  7349"	"    83.50"	"     4.00"	"     7.00"	"    24.50"	"   38.50"	"    14.00"	"    38.46"	"    40.34"	"   707.00"	"    26.03"	"   33.42"	"   798.69"	"   22.50"	"    77.00"	"   194.00"	"    0.00"	"   31.50"	"   228.00"	"   184.00"	"   10.03"	"    22.00"	"     5.00"	"    91.27"	"   167.33"	"   231.25"	"    11.33"	"  3848.00"	"    9.80"	"   10.75"	"    35.00"	"     8.79"	"   228.00"	"   99.53"	"    11.00"	"    79.50"	"     0.00"	"    6.00"	"    31.00"	"    54.00"	"    92.50"
"lncRNA_32742"	"ptg000012l"	" 4491087"	" 6636660"	"+"	"  1626"	"   782.95"	"   328.00"	"  7103.91"	"    18.50"	"  389.67"	"   347.50"	"    24.50"	"  2532.00"	"  1558.64"	"   297.50"	"   51.00"	"    42.00"	"   84.00"	"     6.00"	"   581.70"	"   77.00"	"    0.00"	"  1256.00"	"     6.50"	"    0.50"	"     8.50"	"    25.33"	"   173.26"	"     3.00"	"     7.00"	"    16.00"	"    33.00"	"    0.00"	"   84.00"	"    36.05"	"   291.00"	"   195.83"	"   29.50"	"   621.90"	"    20.70"	"    40.00"	"   59.00"	"   135.29"	"   113.00"	"   108.75"
"lncRNA_32743"	"ntLink_6"	" 7804935"	" 9867772"	"+"	"  8530"	"   754.00"	"   358.58"	"    30.00"	"   769.25"	"   27.00"	"    57.00"	"  1801.00"	"   330.60"	"   796.00"	"     8.00"	"   73.21"	"    10.73"	"  210.84"	"    14.00"	"   229.00"	"   43.40"	"   59.00"	"    43.17"	"   519.00"	"  502.00"	"  1545.06"	"   901.36"	"    48.71"	"    30.00"	"    50.00"	"   284.00"	"    29.00"	"    0.00"	"   19.92"	"    27.00"	"   111.17"	"    15.00"	"   14.25"	"    54.75"	"   401.91"	"    35.65"	"  423.67"	"     7.83"	"    99.88"	"    57.00"
"lncRNA_32747"	"ptg000027l"	"  225731"	"10254869"	"+"	"  8203"	"     7.50"	"   332.00"	"   398.50"	"    36.00"	"  309.83"	"   196.00"	"   307.00"	"   316.00"	"   134.83"	"    19.36"	"  254.00"	"   274.00"	"   58.00"	"   155.00"	"   173.42"	"   25.33"	"   91.00"	"    27.20"	"     7.54"	"   15.25"	"    30.48"	"     9.48"	"    81.00"	"    26.75"	"  6028.00"	"     6.00"	"    63.30"	"  196.00"	"    5.67"	"   332.00"	"     6.50"	"   365.50"	"    7.13"	"    51.50"	"    28.03"	"     5.92"	"  997.00"	"     5.00"	"    40.00"	"   143.00"
"lncRNA_32748"	"ptg000023l"	" 2154563"	" 4420180"	"+"	"  1319"	"  2145.30"	"    23.00"	"     8.00"	"    20.00"	"  131.43"	"   469.00"	"    11.05"	"     0.00"	"     8.00"	"  1141.00"	"   59.00"	"  7975.07"	"   88.62"	"    63.17"	"    10.51"	"   69.90"	"  215.50"	"   135.77"	"    19.33"	"   86.00"	"    20.81"	"    95.50"	"     9.02"	"    13.26"	"     0.00"	"    46.00"	"   245.16"	"   11.00"	"   15.00"	"     2.00"	"    14.00"	"   171.00"	"   25.00"	"   276.50"	"    40.25"	"    10.50"	"    0.00"	"   362.00"	"    51.17"	"    22.25"
"lncRNA_32749"	"ptg000016l"	" 9962060"	"31572148"	"+"	" 17684"	"     6.33"	"    57.50"	"   147.00"	"    51.00"	"  204.50"	"    51.00"	"   238.62"	"    26.48"	"   370.17"	"    54.83"	"  506.52"	"    21.00"	"  106.83"	"   937.00"	"     0.00"	"    8.17"	"    4.41"	"    28.83"	"     3.00"	"   23.50"	"    17.00"	"   203.03"	"    22.25"	"    60.66"	"  1092.00"	"   100.50"	"     9.72"	" 1054.00"	"  156.97"	"    17.00"	"    20.51"	"    56.00"	"    8.96"	"    11.67"	"   129.00"	"    83.33"	" 1796.33"	"    56.93"	"   101.00"	"     5.00"
"lncRNA_32750"	"ptg000009l"	"12644780"	"13971459"	"+"	"  2791"	"    79.00"	"    31.67"	"   172.00"	"    33.00"	"   33.87"	"     3.90"	"    22.36"	"    49.58"	"    93.00"	"     9.00"	"   78.00"	"    21.00"	"   81.28"	"    82.00"	"     6.00"	"  259.08"	"    3.00"	"     6.00"	"    20.00"	"   35.45"	"   149.00"	"    14.83"	"    70.00"	"     4.00"	"     0.25"	"    14.00"	"    29.82"	" 1579.00"	"   24.00"	"    20.92"	"     4.00"	"   291.14"	"   13.00"	"    46.52"	"   130.29"	"    10.83"	"  132.77"	"     2.50"	"    60.33"	"     3.92"
"lncRNA_32751"	"ptg000017l"	" 2809037"	"18715498"	"+"	"  1186"	"  1753.00"	"    30.00"	"    12.33"	"    45.25"	"   38.00"	"    33.00"	"    13.00"	"    20.00"	"    63.50"	"   127.10"	"   68.00"	"    74.50"	"   24.90"	"    73.33"	"    12.50"	"    0.50"	"  130.00"	"   274.38"	"    11.50"	"   14.00"	"    36.86"	"    12.00"	"    28.50"	"     2.50"	"    34.90"	"    71.83"	"    40.00"	"   25.33"	"   16.00"	"   320.66"	"    16.00"	"   238.83"	"  387.83"	"     0.00"	"    77.00"	"     5.00"	" 2630.45"	"    44.10"	"    49.05"	"   749.00"
"lncRNA_32752"	"ptg000023l"	" 9486157"	" 7530180"	"+"	"  2407"	"     0.07"	"   747.00"	"   184.67"	"     6.00"	"  939.50"	"    64.17"	"     1.84"	"     3.00"	"     0.00"	"    20.00"	"   22.00"	"    10.60"	"  668.00"	"    17.21"	"    24.50"	"   54.00"	"   88.00"	"    56.35"	"     1.94"	"   29.00"	"   150.17"	"     1.50"	"    20.14"	"     0.19"	"     0.60"	"    87.83"	"    79.18"	"   18.00"	"    7.50"	"    79.17"	"    35.51"	"    60.00"	"   16.50"	"   623.57"	"    45.00"	"   107.00"	"   10.00"	"    14.46"	"    46.00"	"   652.00"
"lncRNA_32753"	"ptg000008l"	"30470054"	"17501044"	"+"	"  1871"	"     6.00"	"   293.37"	"    75.50"	"    42.67"	"  139.50"	"    22.00"	"   358.00"	"   110.50"	"     6.00"	"    98.86"	"   63.00"	"     8.00"	"    2.00"	"    32.50"	"    17.00"	"   90.00"	"   44.00"	"     6.08"	"    23.00"	"   36.92"	"   175.61"	"  1118.00"	"    26.00"	"    13.00"	"     0.00"	"    33.00"	"    79.00"	"    4.00"	"    9.30"	"     5.00"	"    43.00"	"    86.50"	"    0.00"	"   138.00"	"   181.00"	"    31.17"	"   19.00"	"   140.83"	"    98.50"	"    82.50"
"lncRNA_32755"	"ptg000008l"	" 6638524"	"  307025"	"+"	"  5134"	"    70.33"	"    16.00"	"    17.33"	"    84.00"	"   59.00"	"   117.75"	"     8.00"	"    12.00"	"    36.00"	"    27.00"	"   20.09"	"   301.00"	"   15.67"	"    53.83"	"    15.00"	"   51.27"	"   27.33"	"     3.92"	"   695.00"	"  166.50"	"   107.19"	"   511.00"	"    26.17"	"   162.18"	"   146.72"	"     0.54"	"    12.04"	"   43.00"	"   38.03"	"   176.00"	"   388.00"	"   145.63"	"   22.50"	"   339.21"	"     9.00"	"    10.00"	"  224.00"	"    27.50"	"    45.00"	"    53.15"
"lncRNA_32756"	"ptg000031l"	" 3299059"	" 3926690"	"+"	"  2114"	"     4.00"	"   199.00"	"    18.00"	"    77.33"	"   26.00"	"   152.00"	"    82.00"	"  6541.62"	"  1074.00"	"    19.00"	"   13.00"	"    90.67"	"   81.00"	"    23.20"	"     2.00"	"  233.00"	"    0.00"	"     6.75"	"    13.00"	"   46.00"	"   226.50"	"   191.62"	"    49.75"	"     5.37"	"   107.08"	"   453.00"	"    13.00"	"    0.00"	"  230.50"	"   112.03"	"    53.92"	"    20.00"	"   14.35"	"   124.33"	"    74.00"	" 28080.50"	"  186.66"	"   136.50"	"    51.00"	"  3608.00"
"lncRNA_32757"	"ntLink_6"	" 8740807"	"20888177"	"+"	"  1267"	"    18.43"	"    96.04"	"    72.86"	"    58.00"	"  229.00"	"   120.50"	"   275.14"	"  1180.00"	"  1265.00"	"    31.25"	"    0.00"	"    52.00"	"    2.50"	"    35.00"	"    12.00"	"  232.00"	"    0.00"	"     9.07"	"    67.50"	"   18.00"	"     0.87"	"   758.33"	"    32.00"	"     1.50"	"    81.00"	"    56.50"	"   326.00"	"   27.00"	"  256.00"	"    99.50"	"   410.00"	"    54.00"	"    6.00"	"    30.50"	"   198.00"	"    18.36"	"   26.00"	"    39.00"	"   413.00"	"   253.00"
"lncRNA_32758"	"ptg000031l"	" 1307541"	"22328315"	"+"	"  2084"	"   216.00"	"    77.00"	"  2826.00"	"    54.05"	"   31.39"	"    30.00"	"   388.00"	"   515.00"	"    65.00"	"    15.00"	"   77.00"	"    83.58"	"    6.05"	"     6.00"	"    62.82"	"    0.00"	"   18.00"	"    43.67"	"   241.00"	"  114.95"	"     9.00"	"   681.00"	"     6.50"	"     7.68"	"    62.00"	"    40.33"	"    86.00"	"    2.00"	"    0.00"	"    39.42"	"    79.50"	"    23.95"	"  137.33"	"     0.00"	"    52.33"	"    43.98"	"    8.20"	"    20.70"	"   125.75"	"    38.67"
"lncRNA_32759"	"ntLink_6"	" 7699613"	"34257615"	"+"	"  1792"	"    29.00"	"    64.20"	"    14.00"	"    26.23"	"   56.12"	"    69.00"	"    12.00"	"    62.50"	"    86.17"	"     3.00"	"   51.75"	"  3618.00"	"   95.50"	"   620.00"	"     6.00"	"    1.00"	"    0.00"	"    10.00"	"    28.53"	"    5.67"	"    24.54"	"    50.00"	"     0.00"	"    73.67"	"    33.10"	"    22.33"	"    33.21"	"    2.75"	"  108.00"	"    28.17"	"     9.83"	"   375.20"	"    1.00"	"    88.40"	"   331.00"	"   705.50"	"   14.50"	"    54.83"	"    21.00"	"    17.33"
"lncRNA_32778"	"ptg000004l"	"10822270"	" 2173349"	"+"	"  2439"	"    23.50"	"     9.33"	"    33.00"	"    61.00"	"    4.00"	"    85.00"	"     4.63"	"     0.00"	"    54.00"	"    31.00"	"   21.00"	"    16.55"	"    4.00"	"     5.00"	"    45.11"	"  619.00"	"   41.00"	"    13.00"	"     2.63"	"   43.00"	"     0.00"	"    33.00"	"    78.50"	"   450.99"	"   166.00"	"    34.00"	"   269.00"	"    6.00"	"    1.00"	"     0.00"	"    33.83"	"    32.00"	"  169.25"	"    13.00"	"   400.63"	"    27.00"	"   86.20"	"    25.00"	"     3.00"	"     0.00"
"lncRNA_32783"	"ptg000024l"	" 7916809"	" 5065116"	"+"	"  1198"	"   187.49"	"     4.00"	"   201.00"	"    92.83"	"  810.00"	"    47.00"	"    63.00"	"   789.50"	"   181.83"	"     6.00"	"   29.18"	"     9.00"	" 1042.00"	"     1.00"	"   524.00"	"   64.00"	"    0.87"	"     0.00"	" 10786.00"	"  108.00"	"   138.50"	"    60.00"	"    16.83"	"    35.00"	"    56.50"	"     5.50"	"   560.40"	"    1.50"	"    5.73"	"    52.67"	"     5.83"	"    53.00"	"  184.65"	"    20.00"	"244216.50"	"     3.00"	" 2049.83"	"    73.50"	"    50.67"	"    14.00"
"lncRNA_32784"	"ptg000008l"	"19026903"	"21154986"	"+"	"  1542"	"    20.50"	"    94.59"	"     4.00"	"    16.00"	"   19.00"	"   291.00"	"    48.00"	"    13.17"	"    22.00"	"   210.00"	"   46.00"	"    82.79"	"    1.50"	"    12.50"	"     1.49"	"  101.00"	"  113.00"	"     5.70"	"     0.00"	"    8.27"	"   457.00"	"    22.50"	"     6.50"	"     4.50"	"   180.95"	"    19.67"	"    98.00"	"   88.00"	"    7.00"	"    60.08"	"    32.00"	"   129.83"	"    5.80"	"    63.00"	"   180.00"	"    76.40"	"   64.54"	"    31.00"	"    18.00"	"     0.67"
"lncRNA_32785"	"ptg000026l"	" 6428277"	"  100512"	"+"	"  1937"	"     3.00"	"   227.21"	"     1.00"	"    76.00"	"  154.00"	"    31.00"	"    12.00"	"    11.44"	"    30.42"	"     4.67"	"   45.00"	"    31.52"	"   30.00"	"   428.59"	"    87.67"	"   14.00"	"    0.00"	"     0.00"	"    72.50"	"   29.00"	"    23.00"	"   100.00"	"    30.00"	"     5.27"	"   211.00"	"    99.75"	"    80.00"	"    4.67"	"   12.91"	"   212.00"	"    55.25"	"   354.00"	"   13.00"	"    17.00"	"    32.93"	"    19.25"	"   31.87"	"    35.00"	"   151.00"	"    28.71"
"lncRNA_32786"	"ptg000008l"	"22705447"	" 5668200"	"+"	"  1571"	"    53.00"	"    18.25"	"    29.72"	"   100.12"	"  381.61"	"    17.74"	"    42.00"	"    19.50"	"   325.50"	"   100.08"	"   18.50"	"   124.50"	"  387.50"	"   129.00"	"    26.92"	"   71.97"	"  139.00"	"    39.50"	"     9.00"	"   60.00"	"   223.00"	"     0.00"	"   141.45"	"     0.50"	"   497.33"	"    13.67"	"   702.32"	"   21.77"	"   33.33"	"    37.00"	"    66.25"	"   445.00"	"    1.00"	"    26.00"	"    23.00"	"     0.00"	"  460.50"	"     0.00"	"    23.50"	"   168.99"
"lncRNA_32787"	"ptg000008l"	"14098966"	"   85090"	"+"	"  2186"	"    67.50"	"   304.83"	"    24.70"	"    62.37"	"   61.83"	"    23.33"	"   123.55"	"    61.87"	"    48.00"	"   194.73"	"  165.00"	"   124.00"	"   24.37"	"    17.60"	"    18.00"	"   88.50"	"   27.00"	"   472.00"	"     7.00"	"  268.00"	"    30.47"	"    74.83"	"   107.50"	"   146.00"	"    28.00"	"    20.50"	"    77.50"	"   37.87"	"  105.00"	"   119.50"	"   111.00"	"   196.00"	"   19.00"	"    14.13"	"   644.50"	"    16.25"	"   73.67"	"  2896.00"	"  1341.00"	"    20.68"
"lncRNA_32788"	"ptg000009l"	"  123727"	"  721896"	"+"	"  2094"	"   105.85"	"     0.00"	"    52.00"	"   734.00"	"  126.04"	"    26.83"	"     0.33"	"     4.00"	"     0.00"	"    17.75"	"  581.28"	"    12.19"	"   97.46"	"    52.75"	"     8.00"	"   44.50"	"    1.20"	"   534.00"	"  1480.00"	"  300.00"	"    14.00"	"  1156.00"	"    12.50"	"    38.00"	"    77.53"	"     7.68"	"    37.00"	"    2.67"	"   21.07"	"    23.00"	"    31.00"	"     9.57"	"   21.50"	"    43.33"	"    80.90"	"    16.33"	"  110.73"	"     6.00"	"   196.83"	"    13.67"
"lncRNA_32791"	"ptg000001l"	"14348716"	" 2207591"	"+"	"  9720"	"     6.27"	"    44.50"	"     0.00"	"    57.66"	"   57.60"	"    54.58"	"    20.00"	"   187.71"	"     1.00"	"     0.00"	"   24.26"	"    73.45"	"   66.75"	"    44.67"	"    11.89"	"   13.22"	"  438.00"	"     8.50"	"    40.00"	"   11.00"	"   113.92"	"    80.00"	"     6.50"	"     6.09"	"    69.50"	"    88.00"	"    11.17"	"  153.00"	"   64.50"	"   208.50"	"    31.69"	"     0.00"	"   10.94"	"    23.00"	"   679.50"	"    10.03"	"  382.00"	"    32.25"	"    74.00"	"   208.00"
