"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_32618"	"ptg000006l"	" 5017894"	" 8187299"	"+"	"  5239"	"    29.00"	"    45.00"	"    49.10"	"  2167.33"	"  684.00"	"     2.00"	"    17.00"	"    18.70"	"     2.70"	"    30.00"	"  215.67"	"     4.00"	"    3.00"	"     5.50"	"    31.00"	"    0.00"	"  102.50"	"    60.00"	"     3.00"	"   38.00"	"   146.00"	"    32.37"	"    91.20"	"     6.00"	"    72.00"	"    54.00"	"    41.33"	"  228.57"	"   17.50"	"    87.73"	"    39.75"	"    68.67"	"  144.86"	"   897.45"	"  3826.00"	"  1033.50"	"    4.00"	"    57.00"	"    80.00"	"    28.97"
"lncRNA_32619"	"ntLink_8"	"26170845"	" 2943995"	"+"	"  2920"	"    43.00"	"     3.00"	"    29.00"	"    72.61"	"   50.00"	"    65.67"	"     7.50"	"   297.08"	"   127.00"	"   157.67"	"  665.00"	"    81.57"	"  165.50"	"   378.66"	"    24.17"	"   20.83"	"   24.00"	"     0.00"	"   212.00"	"  213.83"	"    30.17"	"    95.80"	"    13.00"	"    23.00"	"    67.67"	"    96.00"	"   153.00"	"  199.00"	"  296.33"	"    23.11"	"    13.00"	"    43.00"	"    0.00"	"  3507.00"	"   483.50"	"     0.00"	"   46.30"	"   117.43"	"    54.00"	"    24.00"
"lncRNA_32620"	"ptg000002l"	"10692205"	" 9158011"	"+"	"   868"	"    23.00"	"   206.00"	"    83.00"	"   754.25"	"   48.00"	"    94.00"	"    22.14"	"    24.83"	"    42.00"	"   117.50"	"    6.50"	"    18.00"	"  193.66"	"    19.56"	"    23.00"	"    9.00"	"    2.00"	"     0.00"	"    21.00"	"  497.00"	"     2.00"	"    96.58"	"    32.00"	"    22.98"	"   322.01"	"  2994.44"	"     5.00"	"  406.00"	"   12.00"	"    30.28"	"  1795.00"	"   139.00"	"   71.00"	"    59.83"	"    82.00"	"     8.38"	"    0.00"	"    45.95"	"    46.20"	"   357.00"
"lncRNA_32621"	"ptg000025l"	" 3042901"	"13066849"	"+"	"  1681"	"   818.55"	"    23.83"	"     0.00"	"    12.33"	"   51.74"	"     3.50"	"     7.00"	"   121.00"	"    11.00"	"  2495.00"	"   40.20"	"    10.19"	"   56.83"	"    21.00"	"   696.50"	"  168.50"	"   10.80"	"   108.50"	"    12.00"	"   39.35"	"    29.00"	"    15.50"	"    50.00"	"     3.00"	"    33.00"	"    17.00"	"    10.50"	"   54.13"	"   23.00"	"    86.00"	"     3.17"	"    24.50"	"   53.00"	"   210.00"	"     0.14"	"   409.00"	"   12.00"	"    59.42"	"     9.50"	"  1045.00"
"lncRNA_32622"	"ptg000027l"	"10346332"	" 2609265"	"+"	"  3912"	"    46.10"	"     0.00"	"   139.18"	"   125.00"	"   65.25"	"    17.53"	"    69.00"	"     6.21"	"    19.77"	"    97.83"	"  140.23"	"   139.00"	"   27.00"	"    90.00"	"     1.00"	"    0.83"	"    0.00"	"    16.58"	"    39.00"	"   24.51"	"    38.26"	"   241.00"	"    58.00"	"     2.40"	"    20.00"	"    41.50"	"    37.00"	"  217.58"	"  153.33"	"   113.00"	"     0.00"	"  1863.00"	"   93.00"	"    52.50"	"   193.12"	"    72.28"	"   16.00"	"    31.50"	"   143.25"	"    36.00"
"lncRNA_32623"	"ptg000017l"	" 5315971"	" 6168643"	"+"	"  8609"	"    16.86"	"     8.00"	"    12.17"	"    50.00"	"   47.68"	"   331.58"	"    21.00"	"    81.77"	"    30.00"	"     0.00"	"  281.32"	"    61.33"	"   78.17"	"   253.65"	"    27.17"	"    4.00"	"    9.00"	"   169.50"	"    21.29"	"   35.43"	"    14.48"	"     3.00"	"    35.00"	"     0.19"	"  1343.00"	"    15.33"	"   113.77"	"  147.00"	"  639.00"	"    21.00"	"    16.00"	"    10.00"	"   63.50"	"    26.33"	"  1696.00"	"    39.92"	"   99.00"	"    45.67"	"   120.00"	"     0.00"
"lncRNA_32625"	"ptg000025l"	"10997113"	" 1770102"	"+"	" 68238"	"   171.67"	"     0.67"	"   151.16"	"    38.28"	"  123.17"	"   176.00"	"     7.00"	"    41.00"	"    12.90"	"    48.00"	"    4.50"	"   166.32"	"  159.16"	"    95.00"	" 44710.00"	"   28.33"	"  281.00"	"    36.00"	"     3.92"	"   13.93"	"   276.50"	"    41.00"	"   237.41"	"    19.00"	"  2172.00"	"    39.00"	"  1187.00"	"    0.00"	"   35.00"	"   331.33"	"    48.89"	"    96.50"	"    0.00"	"  3381.00"	"   519.59"	"     0.00"	" 5044.00"	"    23.73"	"   531.00"	"    76.00"
"lncRNA_32626"	"ptg000023l"	"21014521"	" 9443498"	"+"	"  4814"	"    26.70"	"    16.50"	"    10.18"	"    98.67"	"   24.00"	"    76.33"	"    21.50"	"     2.50"	"     3.00"	"    48.28"	"   15.00"	"    79.50"	"  178.00"	"    86.00"	"  1299.00"	"  296.00"	"   62.00"	"   191.44"	"     4.00"	"   48.75"	"    90.33"	"    16.20"	"    25.33"	"    22.00"	"    23.33"	"   443.62"	"  1621.00"	"    0.00"	"    1.67"	"   253.00"	"   102.52"	"   149.00"	"   25.00"	"    64.00"	"    91.50"	"    12.00"	"   55.00"	"   150.66"	"     4.00"	"     9.50"
"lncRNA_32627"	"ptg000002l"	" 8165933"	"12797504"	"+"	"  1046"	"   108.00"	"    13.00"	"     4.00"	"    14.00"	"   20.74"	" 11314.83"	"    88.00"	"    46.89"	"    52.00"	"    17.00"	"  190.50"	"   265.00"	"  524.00"	"    44.50"	"  1029.10"	"    8.08"	"  206.50"	"    28.00"	"    29.10"	"   25.50"	"    16.00"	"    38.30"	"    36.28"	"   245.50"	"     0.00"	"     8.00"	"   118.50"	"  675.67"	"   30.92"	"    58.17"	"     4.00"	"    16.00"	"   19.38"	"   248.00"	"     5.00"	"    73.00"	"33124.59"	"    27.00"	"   495.66"	"    64.15"
"lncRNA_32629"	"ptg000026l"	" 5207928"	"11537161"	"+"	"  1668"	"    78.50"	"   256.00"	"  2492.50"	"    42.41"	"   21.75"	"     4.00"	"   134.92"	"    12.00"	"    12.67"	"    88.00"	"   36.50"	"    29.00"	"  157.00"	"    97.33"	"     0.20"	"    0.00"	"   42.00"	"    43.00"	"    16.83"	"  159.00"	"  1137.00"	"    64.00"	"    25.50"	"   468.00"	"   109.00"	"     3.33"	"    18.00"	"   46.00"	"   60.00"	"    35.00"	"    39.00"	"    17.50"	"   86.50"	"   144.00"	"   569.33"	"    12.00"	"  182.67"	"    39.80"	"   118.88"	"    16.00"
"lncRNA_32630"	"ptg000026l"	" 3783194"	" 7344241"	"+"	"  2304"	"     2.00"	"   356.81"	"     4.00"	"     6.00"	"  113.50"	"    16.00"	"   614.00"	"    50.00"	"   105.14"	"     3.00"	"   20.67"	"    35.00"	"  109.50"	"    15.91"	"   334.77"	"   30.00"	"   57.00"	"    59.14"	"    83.00"	"   28.27"	"     5.17"	"    65.50"	"    15.67"	"    21.50"	"  9565.00"	"   108.00"	"    68.00"	"    4.56"	"  125.50"	"    36.00"	"    23.00"	"   155.00"	"    5.00"	"    43.63"	"   568.00"	"  6712.00"	"   17.75"	"   849.00"	"    91.76"	"    15.00"
"lncRNA_32631"	"ptg000022l"	"22070501"	"10058477"	"+"	" 18490"	"   101.67"	"    14.98"	"    13.45"	"    22.50"	"   53.00"	"     1.00"	"    68.00"	"    35.50"	"   253.33"	"    66.00"	"   12.00"	"    13.00"	"   37.00"	"    19.33"	"  1766.00"	"    2.50"	"   38.00"	"   142.00"	"    12.00"	"    9.33"	"    62.28"	"    54.00"	"    88.00"	"     2.00"	"    32.00"	"   178.00"	"    44.00"	"    5.16"	"  236.00"	"     7.61"	"    24.03"	"   411.75"	"  810.00"	"    55.43"	"    69.50"	"     4.83"	"   85.06"	"    33.83"	"    61.40"	"  1520.00"
"lncRNA_32632"	"ptg000019l"	"21084221"	" 4157873"	"+"	"  4519"	"    11.00"	"  2809.00"	"    12.00"	"   343.00"	"  261.00"	"     2.00"	"     0.00"	"    62.00"	"  2194.01"	"    16.00"	"   45.36"	"   111.50"	"   47.67"	"    41.00"	"    40.00"	"   34.32"	"   19.25"	"    10.00"	"    28.25"	"  121.00"	"   270.50"	"   122.00"	"     0.00"	"     0.00"	"     0.00"	"    57.53"	"    53.10"	"   23.00"	"  267.00"	"    64.00"	"    27.67"	"   316.83"	"   18.00"	"    38.00"	"   113.00"	"  1103.00"	"    2.67"	"    73.67"	"  1150.00"	"    19.00"
"lncRNA_32633"	"ntLink_6"	"17635240"	"12797803"	"+"	"  5307"	"    19.38"	"    22.00"	"   123.80"	"    22.75"	"  155.67"	"     4.14"	"     0.00"	"    77.33"	"  3819.70"	"    54.00"	"   91.00"	"    15.73"	"  515.00"	"    10.20"	"    41.00"	"   35.00"	"    9.00"	"    34.50"	"   917.50"	"    0.00"	"     4.00"	"    20.00"	"   237.00"	"     6.50"	"    57.00"	"     4.00"	"  1686.32"	"    3.31"	"   13.92"	"     4.00"	"   407.50"	"     5.00"	"   19.42"	"     5.80"	"     2.80"	"  2337.00"	"    0.00"	"   102.50"	"   199.50"	"    34.41"
"lncRNA_32634"	"ptg000008l"	" 6598667"	" 3460797"	"+"	"  5240"	"    32.78"	"    10.00"	"    19.17"	"    10.50"	"  189.00"	"    35.00"	"    18.98"	"   543.00"	"   117.00"	"  6310.50"	"   54.33"	"   208.00"	"  380.00"	"     5.00"	"     1.00"	"  760.00"	"   39.00"	"     6.22"	"    37.00"	"    1.00"	"    15.34"	"     8.00"	"    19.00"	"    16.15"	"    21.25"	"    74.00"	"    61.00"	"   89.20"	"   58.00"	"    27.67"	"     5.50"	"    11.00"	"   82.87"	"    63.50"	"    68.41"	"    15.67"	"  131.00"	"    15.00"	"    23.00"	"    61.00"
"lncRNA_32635"	"ptg000025l"	" 2622261"	"10638650"	"+"	"  1798"	"    29.93"	"   203.50"	"    50.22"	"    34.50"	"  269.00"	"   100.82"	"     2.00"	"    24.20"	"    15.00"	"    19.00"	"    9.29"	"    33.00"	"  217.04"	"   154.00"	"     2.00"	"   10.92"	"  154.50"	"    27.67"	"     3.00"	"   22.76"	"     1.00"	"  1031.00"	"     1.00"	"    10.40"	"   527.00"	"    27.42"	"   418.50"	"  202.29"	"   27.83"	"    66.51"	"   160.42"	"   110.00"	"   36.00"	"   167.33"	"    77.08"	"    23.00"	"  261.00"	"    71.00"	"    31.00"	"   138.70"
"lncRNA_32638"	"ptg000023l"	"11910384"	" 4476987"	"+"	"   396"	"   280.74"	"    64.00"	"     4.00"	"    90.12"	"  234.00"	"    52.42"	"   417.50"	"    68.20"	"    54.49"	"    31.84"	"   22.50"	"    83.15"	"    3.00"	"    51.03"	"   171.00"	"  152.95"	"   37.00"	"    55.02"	"   238.00"	"   24.40"	"    24.62"	"     8.75"	"   852.69"	"   242.00"	"    58.50"	"   142.00"	"    98.48"	"  228.00"	" 1887.85"	"   355.00"	"    34.00"	"     0.00"	"   30.93"	"    26.00"	"    30.00"	"     8.50"	"   71.00"	"    80.00"	"    32.45"	"    26.00"
"lncRNA_32639"	"ntLink_6"	" 1194034"	" 7590220"	"+"	"  1288"	"    20.00"	"   100.08"	"    70.00"	"     8.67"	"   95.16"	"     6.00"	"     3.00"	"    22.00"	"    58.25"	"    50.33"	"  499.75"	"    13.50"	"    5.00"	"   290.00"	"    11.50"	"    4.00"	"    1.22"	"  1121.92"	"     5.00"	"   26.20"	"     4.88"	"    12.57"	"   271.87"	"    37.63"	"   658.00"	"   116.50"	"    80.12"	"   50.00"	" 2000.00"	"    32.50"	"    33.50"	"    36.00"	"   11.00"	"     1.00"	"     1.00"	"   362.00"	"  840.50"	"    77.25"	"  1177.50"	"    47.99"
"lncRNA_32640"	"ptg000007l"	"35133586"	"15661900"	"+"	"  2347"	"   245.00"	"    37.14"	"    20.00"	"    59.50"	"  598.98"	"  1110.15"	"   748.00"	"  3688.00"	"     8.57"	"    12.00"	"   55.38"	"    43.00"	"  140.00"	"    50.00"	"     0.00"	"   15.00"	"    0.00"	"    56.91"	"     8.00"	"   23.60"	"     0.00"	"   434.75"	"    35.00"	"     1.00"	"    37.81"	"   250.33"	"    70.10"	"    1.00"	"  131.83"	"    33.65"	"    38.00"	"    15.58"	"   33.00"	"    19.37"	"   306.19"	"   546.00"	"   17.50"	"   449.20"	"    18.00"	"    22.00"
"lncRNA_32644"	"ntLink_8"	" 6159776"	" 4140803"	"+"	" 96408"	"  1440.75"	"     0.00"	"    42.50"	"    68.60"	"    5.00"	"     7.00"	"     6.00"	"  1507.82"	"   114.83"	"    26.00"	"   52.50"	"    22.00"	"   67.00"	"    37.53"	"  2110.72"	"  281.67"	"  729.50"	"   542.67"	" 11008.00"	"   24.48"	"     0.00"	"    60.04"	"    38.58"	"   776.08"	"     3.15"	"   113.17"	"   137.01"	" 2311.00"	"    9.00"	"     0.50"	"     0.00"	"     4.83"	"   37.67"	"    67.00"	"   165.00"	"   124.71"	"   19.09"	"   195.20"	"    62.04"	"    20.00"
"lncRNA_32645"	"ptg000018l"	"31847577"	"  454170"	"+"	"   929"	"    16.00"	"     0.12"	"     3.68"	"   712.00"	"   32.50"	"    13.00"	"    12.30"	"    11.78"	"   313.00"	"    45.13"	"  485.00"	"    95.40"	"  220.58"	"    33.18"	"   115.00"	"   54.12"	"    3.00"	"    30.00"	"    66.17"	"    1.67"	"    66.00"	"    86.00"	"   300.17"	"    13.00"	"    37.25"	"   118.50"	"    58.00"	"  191.00"	"  143.00"	"     0.20"	"    37.00"	"     4.00"	"    6.48"	"    31.00"	"   192.71"	"    53.00"	"   21.50"	"    15.50"	"   133.00"	"    26.67"
"lncRNA_32646"	"ptg000025l"	" 9237888"	" 2418386"	"+"	"   646"	"    99.26"	"   187.00"	"    21.00"	"    10.25"	"  186.00"	"    50.08"	"   142.00"	"    50.72"	"    84.50"	"    32.00"	"  575.25"	"    12.00"	"   45.50"	"    64.68"	"   130.00"	"  110.00"	"   90.00"	"     9.00"	"    11.00"	"   30.00"	"   191.00"	"    51.00"	"    58.00"	"     0.00"	"    26.00"	"   158.50"	"   216.00"	"   67.50"	"   57.88"	"   108.33"	"    21.83"	"    18.67"	"    8.00"	"    88.00"	"    41.00"	"   330.08"	"    0.00"	"    39.00"	"    79.20"	"    17.50"
"lncRNA_32647"	"ptg000011l"	" 6817275"	"11388884"	"+"	"  1853"	"     6.00"	"    79.92"	"    11.10"	"    38.35"	"  101.50"	"    82.00"	"   752.00"	"   120.00"	"    18.00"	"   770.00"	"   51.44"	"   120.05"	"   73.87"	"    52.00"	"   167.79"	"  104.67"	"   83.00"	"    91.00"	"  1310.00"	"  103.00"	"     2.00"	"    78.97"	"    85.00"	"     0.00"	"    31.00"	"    68.00"	"    15.50"	"    6.00"	"   39.00"	"     1.00"	"    59.58"	"    20.00"	"    2.50"	"    32.00"	"    24.50"	"   547.00"	"    6.50"	"    67.67"	"  1830.00"	"     0.00"
"lncRNA_32648"	"ptg000009l"	" 3234266"	" 2205493"	"+"	"  1482"	"    42.00"	"     4.50"	"    38.00"	"   103.25"	"  161.78"	"    20.00"	"    21.00"	"    19.00"	"    58.00"	"    26.00"	"   32.68"	"    34.00"	"  243.50"	"   206.00"	"   174.40"	"    0.67"	"   22.00"	"    17.92"	"     4.33"	"  180.00"	"    10.00"	"   120.00"	"   153.50"	"    21.85"	"    22.00"	"    31.00"	"    68.00"	"   81.00"	" 1042.00"	"     6.12"	"    39.00"	"    28.50"	"  675.67"	"     1.50"	"    41.33"	"    20.00"	"   25.39"	"   143.30"	"    67.65"	"   787.23"
"lncRNA_32649"	"ntLink_8"	" 3568670"	"10089576"	"+"	"  1011"	"    97.00"	"   599.50"	"   121.67"	"   221.98"	"  194.50"	"    19.33"	"    23.25"	"   208.00"	"   196.50"	"    32.00"	"  115.50"	"   631.00"	"   29.33"	"    73.92"	"   100.00"	"    0.00"	"  222.25"	"    22.00"	"143302.50"	"   10.53"	"   326.00"	"    20.00"	"     0.33"	"    79.00"	"    45.12"	"   467.44"	"   259.33"	"  457.49"	"  198.67"	"    63.00"	"  2459.50"	"   366.00"	"    3.00"	"    10.00"	"   200.00"	"    22.25"	"  102.00"	"    16.25"	"    51.39"	"    10.00"
"lncRNA_32650"	"ptg000002l"	" 6162102"	"30209209"	"+"	"  4043"	"     9.80"	"   153.00"	"   137.50"	"    52.00"	"   24.20"	"   212.50"	"    10.83"	"    32.00"	"  3786.00"	"   232.32"	"    8.17"	"    72.00"	"   52.31"	"    62.00"	"   552.00"	"   16.36"	"    0.00"	"     4.00"	"    65.00"	"    0.33"	"   242.99"	"    64.58"	"   124.00"	"  3129.50"	"    26.50"	"     6.50"	"    27.25"	"    0.00"	"   26.83"	"     0.00"	"    68.50"	"    75.50"	"  233.17"	"  1796.26"	"   777.49"	"     0.00"	"   20.46"	"    15.40"	"     2.00"	"    37.20"
"lncRNA_32651"	"ptg000047l"	"  714873"	"15321073"	"+"	"  1031"	"   245.76"	"     0.00"	"    83.08"	"   220.25"	"  104.83"	"     6.13"	"    13.33"	"   103.00"	"    78.00"	"    10.00"	" 3213.80"	"    44.00"	"  203.70"	"   277.00"	"    28.33"	"   19.17"	"  932.34"	"    11.00"	"     5.00"	"    2.00"	"    23.00"	"    26.43"	"   323.91"	"   122.41"	"    12.00"	"   889.14"	"    22.00"	"  973.50"	"  625.50"	"    29.00"	"    75.50"	"    14.00"	"    0.33"	"   135.50"	"    19.00"	"     8.18"	"    4.00"	"    41.00"	"   155.50"	"    18.07"
"lncRNA_32652"	"ptg000024l"	" 3604403"	"  684283"	"+"	"  5392"	"   130.00"	"     5.33"	"     2.24"	"     1.50"	"    3.00"	"    64.00"	"    52.67"	"     8.00"	"    68.62"	"    97.06"	"   63.00"	"    17.00"	"   30.00"	"    45.50"	"    90.80"	"   34.00"	" 1858.00"	"     2.00"	"    14.00"	"   16.00"	"    13.00"	"    22.00"	"     8.25"	"    61.64"	"   677.13"	"    32.38"	"    99.00"	"   18.00"	"    5.00"	"    14.00"	"    20.58"	"    17.67"	"    7.58"	"   712.00"	"   339.58"	"    24.25"	"   12.00"	"   880.38"	"    62.00"	"    29.17"
"lncRNA_32654"	"ptg000004l"	"31222050"	"  829592"	"+"	"  8693"	"   132.93"	"    23.00"	"     7.50"	"   160.56"	"   24.33"	"    19.81"	"    24.00"	"    60.00"	"     0.00"	"     8.33"	"   67.85"	"    54.10"	"  270.00"	"    19.00"	"   367.76"	"    5.08"	"  132.00"	"     3.00"	"   204.31"	"   31.00"	"     1.33"	"   102.90"	"    15.36"	"    47.50"	"    23.83"	"   715.00"	"    10.50"	"   37.33"	"  351.00"	"    56.00"	"    68.00"	"    35.33"	"    0.00"	"    11.25"	"    35.33"	"    21.00"	"  135.17"	"    23.00"	"    27.67"	"  1399.00"
"lncRNA_32657"	"ptg000024l"	" 8840960"	" 9215646"	"+"	"   994"	"    25.50"	"   272.00"	"    23.00"	"   792.50"	"  135.29"	"    33.25"	"     0.00"	"     7.67"	"    48.23"	"    23.50"	"  124.00"	"     6.00"	"    0.00"	"    26.00"	"     3.50"	"   17.00"	"    0.00"	"     1.00"	"   359.00"	"  272.00"	"    42.50"	"    23.88"	"     8.50"	"    12.00"	"   730.00"	"    24.00"	"    34.77"	"    4.25"	"   81.52"	"    45.31"	"   113.00"	"    80.26"	"    0.00"	"   312.00"	"   282.82"	"    18.00"	"   29.00"	"    57.30"	"    14.33"	"   780.00"
"lncRNA_32658"	"ptg000023l"	" 2240801"	"25538562"	"+"	"  1715"	"   246.00"	"     8.40"	"    42.50"	"    34.00"	"   67.00"	"    75.76"	"     3.17"	"    30.00"	"    10.33"	"    52.50"	"   46.00"	"    31.30"	"   75.17"	"    80.50"	"    62.00"	"   50.00"	"   11.67"	"    41.00"	"    11.40"	"  154.00"	"   415.00"	"   449.00"	"    73.17"	"    91.75"	"    20.00"	"    12.31"	"    71.98"	"  473.08"	"   80.82"	"   101.33"	"   146.47"	"     7.00"	"  914.50"	"     1.17"	"    84.00"	"   248.66"	"    0.00"	"   185.17"	"    19.50"	"    10.77"
"lncRNA_32666"	"ptg000031l"	"15057972"	"  858030"	"+"	" 29844"	"    84.00"	"    29.00"	"   722.00"	"     2.00"	"   14.67"	"    33.00"	"    22.25"	"    23.33"	"    13.60"	"   478.33"	"   40.16"	" 11770.00"	"  152.00"	"    50.39"	"    78.15"	"   75.50"	"   10.00"	"     0.00"	"   156.00"	"   54.75"	"   318.00"	"    15.33"	"   171.50"	"     5.00"	"    38.00"	"    28.37"	"    36.00"	"  441.00"	"   14.00"	"    14.88"	"    16.70"	"    35.83"	"   47.25"	"    32.00"	"   275.00"	"  1335.00"	"   82.00"	"   201.10"	"    39.33"	"    99.00"
"lncRNA_32667"	"ptg000022l"	" 7307581"	"10194532"	"+"	"  2940"	"    60.53"	"     5.00"	"    13.50"	"    10.56"	"   65.67"	"     9.00"	"     0.00"	"  2740.04"	"    12.00"	"   140.92"	"   55.50"	"   176.67"	" 1371.00"	"     0.00"	"    56.00"	"    6.00"	"   32.00"	"    29.69"	"    65.00"	"    0.00"	"     5.38"	"    10.00"	"    63.00"	"   915.00"	"     4.33"	"    60.85"	"  1081.00"	"    0.00"	"   52.41"	"     4.50"	"   459.00"	"     5.67"	"  120.18"	"   185.00"	"   295.50"	"    27.01"	"   34.00"	"    41.00"	"    36.00"	"    68.00"
"lncRNA_32670"	"ptg000025l"	" 5773686"	"14690669"	"+"	"  5764"	"   115.97"	"    17.00"	"  5037.00"	"   163.58"	"  120.34"	"   114.00"	"    17.12"	"    75.73"	"    23.00"	"    15.00"	"   26.75"	"    27.33"	"  195.57"	"    92.50"	"    46.50"	"    0.00"	"   44.00"	"    39.00"	"    18.00"	"   20.50"	"    65.00"	"    75.33"	"    51.83"	"   919.50"	"    37.89"	"    25.73"	"     8.40"	"  510.00"	"  354.00"	"    95.00"	"    41.70"	"   168.00"	"   65.75"	"     6.00"	"     0.97"	"   110.50"	"  321.00"	" 26978.44"	"    54.33"	"    67.00"
"lncRNA_32671"	"ptg000023l"	" 1240521"	"  229567"	"+"	"  8870"	"   109.00"	"    28.00"	"    21.42"	" 13486.94"	"   22.83"	"   240.50"	"    61.49"	"   297.50"	"   468.00"	"    13.00"	"   33.83"	"   222.00"	"   29.75"	"   415.57"	"   111.00"	"  143.05"	"   60.00"	"     9.72"	"     0.00"	"   38.75"	"    63.37"	"    90.92"	"     9.00"	"    16.12"	"     0.98"	"    93.00"	"    35.00"	"  275.33"	"  148.75"	"    56.00"	"   185.00"	"    51.17"	" 1471.66"	"    14.00"	"    11.60"	"    58.50"	"  109.00"	"    24.32"	"    51.97"	"    71.00"
"lncRNA_32672"	"ntLink_6"	" 5201744"	"18711263"	"+"	"  6666"	"   101.39"	"    30.83"	"   219.12"	"    26.00"	"  139.50"	"   136.08"	"    74.00"	"    94.00"	"   350.00"	"    31.50"	"  376.50"	"    36.00"	" 1118.00"	"    34.83"	"     3.00"	"   89.66"	"   12.42"	"    14.00"	"     2.00"	"   43.11"	"    15.25"	"    44.42"	"    10.50"	"   759.50"	"    72.00"	"    99.92"	"    54.29"	"  157.00"	"  191.00"	"    28.00"	"     7.00"	"     7.68"	"   10.00"	"    17.00"	"   988.00"	"     0.00"	"  313.00"	"    10.00"	"   162.50"	"     4.20"
"lncRNA_32673"	"ptg000025l"	"11962559"	"12073343"	"+"	" 14081"	"   441.00"	"    56.16"	"     0.00"	"   275.00"	"   55.82"	"   238.34"	"    59.00"	"    47.33"	"   198.00"	"    17.48"	"    5.12"	"    46.60"	"   62.00"	"  2248.00"	"     6.00"	"  139.58"	"   16.70"	"   582.00"	"    47.20"	"   95.00"	"     0.00"	"   227.00"	"    34.00"	"    12.33"	"    14.00"	"     0.00"	"    28.77"	"    1.17"	"    8.00"	"     2.00"	"   347.00"	"    28.00"	"   23.00"	"    95.00"	"   410.00"	"    48.00"	" 5399.00"	"    54.84"	"    55.00"	"    21.00"
"lncRNA_32674"	"ptg000008l"	"21332256"	"11035917"	"+"	" 84027"	"    30.50"	"    95.00"	"     1.00"	"    27.00"	"   68.70"	"    96.97"	"   168.00"	"    39.00"	"    68.62"	"    14.75"	"   16.00"	"   527.39"	"  109.00"	"     7.00"	"     4.74"	"    9.00"	"   24.00"	"    32.00"	"     0.00"	"    7.17"	"   348.00"	"   142.00"	"    13.00"	"   482.22"	"    57.00"	"   825.00"	"   141.00"	" 1357.00"	"   73.50"	"    53.52"	"    36.00"	"     0.00"	"   12.50"	"    44.00"	"    14.00"	"     0.00"	"   11.25"	"    31.00"	"    70.00"	"   154.00"
"lncRNA_32676"	"ptg000023l"	"19413683"	"15083969"	"+"	"  8709"	"    17.00"	"     0.00"	"     3.00"	"    74.32"	"   48.00"	"   290.50"	"   225.00"	"     5.50"	"    81.75"	"    74.50"	"   49.50"	"    32.77"	"  560.83"	"    30.43"	"   558.00"	"  231.00"	"  244.00"	"    55.70"	"   181.50"	"   58.00"	"   752.50"	"    51.00"	"    15.00"	"    34.41"	"    31.46"	"     4.25"	"   200.00"	"    7.50"	"    0.00"	"    17.20"	"   464.50"	"     2.58"	"   23.00"	"    37.57"	"   122.96"	"    59.00"	" 2187.00"	"    12.00"	"   554.83"	"   114.10"
"lncRNA_32677"	"ptg000011l"	" 1495972"	" 6416335"	"+"	"   804"	"    68.27"	"    28.00"	"     6.25"	"     2.00"	"  155.00"	"     3.00"	"   193.75"	"    30.37"	"    43.00"	"    18.59"	"   37.00"	"     3.50"	"  421.83"	"    13.67"	"     7.00"	"   55.60"	"   26.33"	"    11.33"	"   102.00"	"   69.00"	"     7.00"	"    29.67"	"     6.62"	"     4.00"	"    19.20"	"    39.00"	"    11.00"	" 1907.50"	"  654.00"	"   292.00"	"    26.79"	"    16.90"	"    9.00"	"     2.00"	"  3095.54"	"     4.00"	"   32.30"	"   647.99"	"   100.67"	"    10.00"
"lncRNA_32680"	"ptg000025l"	" 3039798"	" 6397886"	"+"	"  5348"	"     5.67"	"    79.00"	"  3946.00"	"    60.40"	"  125.00"	"   265.00"	"   113.00"	"    52.00"	"   273.67"	"    16.22"	"  419.67"	"     7.16"	"    6.27"	"    97.00"	"    89.17"	"   11.00"	"   78.00"	"   127.00"	"    64.50"	"   12.00"	"    99.50"	"   447.24"	"   122.50"	"    20.00"	"   122.67"	"   892.00"	"   952.75"	"   18.00"	"  835.17"	"    11.00"	"    13.00"	"   652.00"	"   78.06"	"   245.00"	"   252.60"	"     5.92"	"  260.52"	"    48.25"	"    66.00"	"  3249.00"
