compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
Linoleic Acid,200936.634334155,135141.937837542,171239.520375231,103565.157511133,62986.5001159388,165337.717196139,85211.523587441,146361.589686712,139622.523992061,222603.930534466,246634.697112068,11215.3498999066,104833.143301964,75812.4995200245,104799.682136003,130907.317222973,162338.758887933,136221.042737281,182798.117362202,125892.92468012,145155.650689308,68765.6731618174,207252.459411292,120224.252571999,130610.292585419,128190.664902429,133733.72783253,99197.9056312326,159526.729601805,98350.0925701393,81277.6869837224,65603.4938895514,94265.9896183597,156373.074861749,84691.9706161949,133683.522100728,76025.7655987141,160437.968132289,147981.92436321,131988.683567997,142112.601246147,214924.978557808,113901.455048888,97145.7173474113,32376.4030834148,248542.173241729,224889.669063178,91380.259500406,390662.803291867,94932.0089918337,84370.730332294,20090.1873259626,82078.464912928,181614.831721118,108206.000742866,94687.2277481244,212150.715047086,80996.6347234273,137019.587477658,79414.9784386295,119461.121501517,104814.598221045,96949.4153001094,169489.539266183,94960.8172770698,270593.272066552,102811.69443073,191014.674683378,74895.9729240063,58222.2345114673,117125.225311264,25375.7730364014,160024.888301363,84324.5285724659,313011.888555156,69765.7052123553,141154.11452321,165603.45532821,75441.8617289627,84775.4601689097,197782.566800458,35193.8803495852,121441.495069507,147274.459195839,85522.7604164955,59595.9587986525,110502.859342402,135551.876718027,69793.3731846825,184589.585709589,164534.464270797,147529.074608746,176188.579753608,105311.392338753,115824.477160186,21018.3069839161,146176.219555894,57652.7716062812
Xanthosine,1744680.70980744,348043.858775502,2796883.8877078,1478680.00851203,489889.033367738,642579.532289684,556033.378482977,1392316.41403272,1921116.32968048,744564.427889888,1798910.51736699,,2664859.2880574,57922.056775913,281285.36457885,892910.5539997,1574621.64081288,632604.042234399,4546559.80143026,1116131.21379208,187093.509627887,96059.7756017696,1254506.61090827,632511.052020928,2100266.86846321,601059.57544676,349303.424643549,750886.389162251,1630182.46731979,1318989.92308412,2172216.59875605,3789601.60868403,369716.28274617,909813.638702701,102126.071931716,572993.777125984,1960173.24340907,111033.730330323,117339.826400809,182281.73817475,1738084.37000022,2198922.87834999,702127.910137636,2181484.17657216,175072.744860763,378221.179234227,1259687.13862729,1158431.32657165,2169043.572914,84287.0586866854,92343.350491498,1581749.15127996,295044.713467742,2799951.02332525,507885.900481413,467142.417840246,1689000.62880224,632074.029080053,1062366.483012,2881662.48060793,420557.118845176,77690.9032170129,388325.577548035,1456740.96727912,509095.534701515,422502.246737815,2314597.85287481,962852.752845101,731202.041192139,378225.643427325,1163368.71570178,331824.629277069,1178588.69628515,1998222.294943,3489304.72466992,57450.9690768147,1893538.86541795,749451.403359265,4677485.48738095,3906779.4271822,124027.128664801,1634710.07385867,931302.902438746,154935.780796166,1079588.94872045,2025455.98645155,275656.99769436,1101349.37295861,4743333.13036373,965000.922649817,297269.275279548,1421009.63151992,3147164.1486254,204041.495871622,1890621.8388265,733839.970392722,3844811.05628773,110564.231108422
Sedoheptulose 7-Phosphate,160982.508744244,340505.86076399,233826.239638452,27636.3533195169,768986.953272423,66208.4810935728,202900.083416758,121754.389977625,113462.983414833,375012.54298768,346879.595782011,1078235.13451592,80234.0544199053,753759.999298063,39695.761128347,1861858.36247653,285666.789623738,2790026.6663608,374849.371372584,58208.0374308475,1216469.74295615,1333763.66665307,110167.828796351,1352876.79923927,137269.621131458,118113.54695802,1283210.10696323,2058490.50866911,271484.475286798,138984.760624543,,634482.581464879,1396307.98611466,63258.8523142157,319932.250823719,655696.004874699,233318.674788697,1351981.12974337,392203.594305439,1177935.33037372,219893.427481883,144811.876217058,,153074.581343117,485131.910192332,275763.877446585,,98332.2076353575,104272.536997151,,809150.060209285,1115174.09499561,37540.9321026998,278993.507711688,74323.5332879931,913547.855209998,250355.260473684,183289.614137185,141521.322525141,206652.701945348,1584636.91702685,895525.251611365,39110.449601067,97786.0572729406,2344871.78461912,391190.524676405,122754.106014232,190637.590453395,117097.658257137,1657241.31716191,92534.2985204566,331522.427225264,144670.547383866,48090.7661033554,,2104934.51018528,108308.654236004,947592.2432068,550790.389131048,59903.0510930658,374413.157332704,322429.431372489,1219189.29460397,55357.2825716694,74247.4024932389,39445.1473234114,41986.9378871989,237904.500533121,777625.928917193,697004.064817052,46315.9924925945,116412.811580698,249441.446584956,404129.043198991,83078.6929807858,69055.8962963159,70987.5475781736,140604.436080505
Retinoic Acid,1148040.33148592,,1141978.79516082,,480931.60653741,1104632.24592778,463442.183623762,1336747.57555933,694983.943042755,454170.423026467,1523254.73197469,33004.057978412,1267397.73936455,66276.4997380374,28014.9229199991,17375.5496461551,1870670.09473238,1620597.66287748,1887025.91342367,,30061.3445425628,,1041667.11017859,,843405.250960955,1329409.78156158,,1353695.97024985,1594940.64023333,660132.948780011,428902.841563396,803903.372437957,34229.4016679893,30371.3746732715,35138.5019456841,22406.1038188643,813565.151613871,42477.7801441998,27735.7183456306,,2087345.47619058,2111332.67392168,1044978.23030797,581576.483463291,,60811.5459048779,1284466.67963003,,1217798.19231554,44625.839482469,,468571.873387519,,970069.654102509,,23180.6839164766,603274.1530194,803277.717352613,1492058.32343837,1220667.69233326,938305.301173596,26317.8664686079,877714.434894319,,,73248.2527128262,697834.163204306,697061.557061606,977100.285206576,547098.843142507,1272608.38016553,,748266.693659131,631734.44687999,576124.393227357,19823.6308687625,748615.580839509,1726302.95491149,535711.514953528,974647.091174577,23206.0678232292,904547.38315135,966913.286738455,29156.2374065488,,884087.543004384,38070.4126753995,1149550.9144512,194882.332121162,914076.005966297,31970.9124265483,728457.860610066,1153366.10953885,87710.5312066542,1755615.52426156,187835.702397774,1180128.12939295,
N-Acetyl-Aspartyl-Glutamate (NAAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arachidonate,26315261.9200346,4361726.00029305,27343919.4943282,24995510.7955956,8715582.84030096,27547903.6022495,12413826.3631536,23471619.6478527,27834960.1889075,11805549.2887616,39733594.1646156,1387322.65671568,12891110.4811049,20268002.7517936,5292346.10090088,5276727.65452496,31439970.8269941,32680341.5887242,29797035.4134656,3929499.730296,6105874.95092225,2217833.92157551,29937895.5259691,4819321.49005703,17906416.0367613,18430910.7827168,5493300.27325598,17894518.7707711,34486384.5214065,17297575.663876,5145371.70069982,11084591.0670682,18480410.3844524,9358418.39502803,14609589.3322285,6162674.12265717,12676389.3206615,10781094.1499996,10164005.2809379,3471654.39140381,41300913.6783601,34044305.8361282,17897948.0106285,20123951.45863,1197158.47050746,18005360.5425249,12578014.880968,4195780.68382424,31418522.96955,5281418.95430973,2170889.11497298,8018794.32700502,2109398.89915596,40318815.0316036,5758667.67868994,5018342.35592144,12050526.0071726,13539542.5770625,23650851.5381263,16872934.7205921,17970015.096085,3043040.06824024,22715587.6399179,4521708.24581408,4260852.6893907,21630867.6484877,13830153.5751756,30808897.8820268,15249309.7808251,7910441.16659484,27342611.2866955,997264.727410661,32589529.2277817,11950754.3127945,24520737.3150391,2012187.48510715,28148724.2018633,10911731.8258542,13149507.095338,20136147.2531745,7656339.83498308,13415440.2487318,8370244.71593783,9493383.24039563,2167500.25636683,16488737.9511401,6353109.44198846,27511582.8232494,14248461.7979017,23338882.3871208,6830532.29210164,26771066.4161016,31613513.6859647,23089803.8187005,10227427.1080234,3850656.89157997,19257144.0112685,8695461.20840021
DCMP,547295.471192583,,645497.188293656,,,445826.905509288,2155181.42830557,330279.454653028,1179361.76008481,1557817.75774008,2669968.90915632,,982081.621057118,,521667.572982161,,976896.463957659,609402.875267873,1270746.57981696,,119761.141891608,,937279.697850394,,1224853.89940105,408365.270726188,,511764.742169571,940343.585618724,576131.711107657,1249001.95299426,,,,,,4447235.39561349,,,,613632.799914238,591896.903972617,3466567.27011971,5751745.2752309,,,623710.850895977,,1369240.62730947,,,,82615.9783072649,1436433.68985193,,,1260086.5091893,760458.884181891,816424.816329639,5270989.90094217,236571.447194458,,156180.476231124,192360.559144666,,605306.328127769,669843.695144505,590124.650444667,3872314.03497717,539221.457408876,362598.124439572,,722416.520056932,352499.129993601,2493825.12489018,,944755.362509897,8201251.27825266,,3141729.78043598,,4047089.52804525,2880678.0958479,,,3550054.63499325,,549518.40207827,,376616.640747969,,357270.848823062,1037244.89129263,183811.748267019,455319.09523103,338794.533046173,888155.059867119,
Reduced Glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMP,,,496710.844481072,,,41156.8783761889,,33923.9848284443,32858.6693293292,,1734424.01345559,,,,,,1967507.70146175,518762.030580362,317895.816376594,,,,740249.651174163,,,33081.8401950324,,649048.453727344,75091.0631459765,,,,,,,,,,,,282918.253580594,249115.332075095,,,,,,,2052885.57077226,,,,,251736.0001675,,,,,153054.25201617,,217960.980788853,,,,,,,86640.7591511688,,,,,351769.252595753,,,,,,,,,,,,,,,154944.508152456,,664917.215189243,,,1245345.51769219,,206115.91788149,,,
N-Acetylneuraminate,21176.346474542,12767.4843290405,11516.3377108003,14843.1479287026,191444.917311977,30382.910081756,,44737.5757032162,18303.6753216489,7632.69423739793,21489.9422816296,,6933.38290789262,,6797.08273590053,9132.3979647319,14738.9479381796,13282.1775222813,19999.3162006755,8530.82627358207,19882.5625260886,5834.91446633308,9579.2371844498,,34410.397604162,24564.8549168419,,,37391.9415525377,18173.2906532657,24961.5937677457,26314.5116141468,8947.11612800258,5205.06908733803,,,50610.1423668074,14411.1909194357,,8038.81524401719,33185.988849269,28352.6953741874,23313.8441568549,17787.8613843548,8899.02779514113,20716.6197341587,12436.4172034962,9494.03582729623,21149.5682809966,,17373.9783525435,,11618.9256657377,16048.1981160131,8471.26854816518,6305.95301751543,6800.42567798147,,8093.69160595347,10717.4637432102,7593.42264421936,,,16091.1928352678,,8504.56416013481,15845.6076773657,34776.8910294129,11330.7755152438,14591.0469873238,40454.7237855552,,17020.7245559943,21954.6074330714,24780.3178738684,,16006.8290876479,12522.9802903501,,12645.5873342245,13781.9932119339,8076.04634899328,,5866.47280964357,,20270.8029125428,,16907.4092896673,,10596.2901913433,20463.423933707,7835.35228015792,15721.6083072872,,9060.96927851238,,,
Geranyl Pyrophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTMP,3384869.15041401,,4933879.08420128,,154727.72037361,2614796.29328855,8460845.27497404,2649529.54970233,2736718.84997725,8573227.64865327,20898875.198442,,2241493.85850896,,1756826.51316959,255732.242328344,8535290.22251488,4613527.82943909,6845783.75626739,,668638.797969118,,6597547.57119067,,2430018.58609497,2142965.37926938,,4655816.0950507,6493102.47698936,959409.321802712,2309131.12686794,15327935.1568368,95426.7702004875,53922.501931715,,,11946338.3597143,134155.106661038,96417.9197131598,58232.4520619953,5769721.76355161,5557607.19925961,11572998.6952198,15659117.8568039,,94678.2285455863,2108320.22917221,,13519856.3468434,,,63298633.6292578,92047.4178946715,13070966.5622628,78899.98692126,,8039385.62682987,3147661.54926883,6566829.32863462,13921648.3723441,2208189.67826365,,885009.176060556,1214303.87650496,,3048092.83562258,2007924.35023354,4238226.39577338,4092036.19416327,448408.539820021,2497287.28155887,99997.4621418919,5643337.28228348,575238.530509297,13736458.8800917,,1851001.68845631,19549052.8309274,19995095.6751059,7742927.01056768,58141.8207206482,5960796.83742659,5043857.17825838,,,5332230.68993105,66050.4325305811,3989917.52438184,3137767.14137737,3663810.32821656,,2596793.91553798,8477311.48395038,1359340.21746487,3770848.01824187,1109001.84633451,3172441.55715605,
CMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16BP/F26BP/G16BP,82920.8330639099,44564.3002763149,105624.212361323,106011.690176505,874795.95618241,58087.2691008529,,90398.9913938386,50663.2968618902,,141231.228366052,71502.9745696101,,59658.3777441466,94848.5492436808,70155.9245807849,166771.497455804,124853.325881222,247353.846980483,64705.6452479944,46826.4517802608,51883.296086139,48978.4141035451,74741.9708934253,18365.1086822659,40425.8420373444,41806.5330681789,47761.2056766805,89216.8590707771,,,647124.967106417,57329.2222681464,79608.7784546182,43978.5502435438,39253.959907519,27048.7676309833,53054.6293848971,45506.7114972042,39745.1407474842,56505.8159022046,61033.1253964376,,24772.5655226302,34535.9222003459,44505.2299750781,,57633.6348347153,76945.2712453705,38189.1107345859,36389.9383759122,39807.5067708599,49261.7067157634,113272.346929667,147250.93049359,47788.0070489021,17152.471347917,,51650.1087140593,26675.8929378117,35912.8440105285,33143.9939116334,17689.5665760476,77944.7871109675,81656.2604055553,44750.9315096719,33974.1329245193,95780.3966196169,21555.9515512583,,35506.2913583267,1726681.11564084,65485.1593136903,18465.2638184146,17849.2517084659,79502.0348374367,47648.3942846845,20797.8842750213,24327.7977490139,24853.8863391522,77604.88276022,20473.4002391969,,38640.6703983826,42423.5915187602,,20282.9985787769,81118.134384594,31622.9449090927,70346.6801297372,31298.826332584,37143.6169341929,136589.230547688,45511.608894257,21318.8178880172,,,
Lactose/Trehalose,319375.855842399,985309.03353202,183915.373576326,597877.591041462,475780.749648623,396690.35473828,248157.22200865,418995.496058683,718546.816992176,2746140.11344099,515508.25153534,1007442.4717264,2911947.02470611,379587.830063901,755908.3084104,1083163.15797451,93956.7720865365,266479.130361668,584981.032367199,1150213.22341353,812063.07050801,293226.613461573,489143.841410047,243229.107287062,663780.334659618,546530.475822565,370945.19752909,139118.431825068,567569.584432634,476817.649675541,1435861.28582102,609291.826612309,152526.417526268,449477.820145741,73961.3197391571,78445.3222925022,956132.832549686,1278137.74991639,101736.931772074,331503.681619171,308574.857485813,600601.484858178,412373.843696871,825685.849636174,171728.182076683,588307.023276997,152671.125328016,521128.615419051,125759.054985776,148171.262802651,187838.430775989,816200.460530709,238443.815135164,111014.565475377,1007641.05972243,121891.798040796,13670783.9216531,199500.350428586,387464.405434049,291331.132499251,126545.004547234,222614.853420301,49327.5490111791,1621594.92799728,457267.025974586,88332.3714912279,195684.487272271,373255.844491531,713994.464883558,458155.07086071,397058.695798667,1600391.70969071,445471.479554403,5219003.46518203,1925737.97713711,194024.670698728,691915.888036735,517591.396007059,871046.844726859,710955.599327776,404832.406839968,114272.440384997,152138.833547056,326411.198114598,385839.876939258,102146.341425872,540649.422677867,288363.258807903,2078012.91028076,195214.278293821,273643.356758079,73513.5251126434,314062.577984167,287066.663576383,605929.837052608,56099.2928413079,605904.629611593,107309.887967343
Sucrose,666491.282680428,3084838.22316499,3342669.94389702,578208.310832606,1563891.14987909,405533.411464741,558784.227949162,1247749.01693597,1843818.86293532,251836.47002161,2354092.81861853,456112.055758429,1347488.14254645,2896816.37391777,9728083.42595324,2477917.23933928,2364839.36687473,389750.019460406,565783.998624978,2275020.9629135,162008.807287607,646557.426183444,30426546.7519795,145626.663725378,576352.532647013,686986.433238952,172758.088953809,539195.179850353,3163454.96755548,148118.205924892,402567.663501016,11571431.1111745,276724.375557795,959335.031428854,747715.460959513,153709.16211643,541635.499578894,1558364.80132355,253145.241867709,743561.273214567,1153936.60590033,6963980.08200354,802703.718764612,666343.638684765,137438.031701853,374720.531278539,254374.242758303,609738.66705718,432930.310167702,372966.438019659,81103.9236310197,760927.35692365,6671805.20656634,2570622.75315121,4661366.67363091,127039.475040834,1045650.39881928,437383.390969433,1788839.91101485,363105.049417875,3468591.79575425,411827.98022719,176366.967789826,62892541.1361796,149180.877250291,178481.825066673,273957.842912436,718553.74912412,464908.097730362,357894.031892143,6680142.91497496,12108596.3189886,1371815.82030676,1269271.71321791,357001.552975759,392844.209049155,2022887.93004397,1105106.86880672,400958.050158437,268459.333688702,544766.495017501,349639.049160612,272112.997259383,1237258.69278838,578650.79701553,169173.686627779,4967124.9541474,1643326.04588708,788787.637881651,515884.609390748,331474.436155321,739353.336394096,1439438.59480788,534503.758512509,1436101.64956654,160339.462455724,367541.091720576,381835.108333953
cGMP,1451358.01779711,146185.611438529,3730691.40292008,85975.9767420655,2632512.01796211,967749.223718649,1749861.83868786,1344610.93027017,872880.352573354,2118328.27178458,246387.953017355,163388.11850174,79641.314497575,58873.4325666715,145202.73510198,192293.2241726,1459548.53222917,236093.536534738,887737.100909757,62484.2058458057,146344.802483739,50602.9209725638,262690.749247929,117575.588029403,153119.913090456,111205.830486932,90643.0911128176,944150.527949555,362051.39248491,553492.321410561,184732.43674316,5932589.04332673,50800.3714786781,150163.856393815,52601.37216837,117286.570293286,197286.532526429,347706.218346217,162044.918892558,123045.758791791,2046395.44364963,833446.457920779,136056.0686952,110690.089638345,38763.6185833583,262880.904837132,299295.012754376,,241491.506232236,96562.7215989649,136076.576743953,402933.879563391,76794.1427500558,213849.194153164,31643.0103953106,43726.662588078,1762073.0189266,774879.53082891,180435.786794956,326546.663565461,171407.822556652,90490.2031748428,196110.127820418,177153.745808333,77250.4767191982,316958.188546915,501006.033552159,173054.385612419,75949.4189931783,191647.890682981,1192754.97573642,196231.548101242,1294723.86224419,153977.443972366,1233988.01896731,37853.4741454267,650857.870325358,183997.085980933,139145.994008208,140439.81105983,47173.4284682518,103231.640222844,1365427.97062039,134141.669228644,208534.002354321,177330.965806236,54623.6023135408,1012344.07958026,200801.485005551,621314.033791707,236097.355445348,962067.953322284,2647262.16234376,540589.262107526,327364.978672823,185244.341325649,144058.917649463,27169.5237869333
Gibberellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP,26316166.7014751,516284.309288023,38098564.8622862,195245.444860704,,36992882.9680193,1059015.00626719,76230276.9093783,689290.471143986,2771458.14242228,36369296.6698748,,100238.292912202,78819.103606012,153691.636483377,136196.004146597,31011659.7889978,39866606.4842903,96149809.6323331,299578.474111246,67269.5725551575,104856.95722483,19217809.9033351,106032.561045773,73033.379646885,41211061.4470245,1036925.82873977,15577767.1994565,94386731.5712832,462235.44011218,188548.965084493,,632333.808226336,186133.14959966,81672.7128834759,60200.495697815,79366.6471929087,51904.2727784075,71479.754789251,72302.1788696402,41993108.8034787,23632204.0734382,87371.7398976068,188905.108298377,40384.8292820629,47868.5728560044,23345.3113666519,73519.2658191576,7223691.39018682,89433.5315129481,54646.489646194,145193.705614784,105976.888141772,17650578.9052057,259856.805436909,71296.7561588,1702521.81918451,230175.098667276,12360671.350227,,5998768.7672036,190501.741927161,12755257.0764682,582319.95721237,2515219.83213464,,568422.794203949,15551620.9767415,110731.328762386,36263.8208100534,38622837.6428497,,34457264.6929643,376028.788986415,404235.955386969,91198.8260980899,215018.457301406,,,80636.2780581794,114131.239234928,,134106.924278684,84964.5708416555,96655.1320241276,,62071.4312048052,44353705.4713006,2830852.95210496,17061303.7996469,123542.355645053,12334430.4574629,25492730.0710731,91900.4799644059,14517895.4240103,97667.5704656535,,46969.955931051
