compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
Argininosuccinate,,269506.378289799,38503.3479937286,696863.2729043,13947.0112960828,22187.3735764302,25224.138905976,,199853.805276564,55371.1810175882,96407.0036438026,,25290.5841472163,180136.982266059,2257011.97425355,1129025.1593436,283794.14689347,206110.863041486,,297417.922234914,671500.553952039,396576.024018936,90227.2284940449,372090.003162814,41066.872176659,53718.2944742638,138939.234418984,136723.463652227,27897.5777205772,19604.0778901165,,,238932.484138555,1251862.93434803,291833.821409621,343311.583448664,58226.6613963733,184581.623903104,841756.879126618,325701.086957151,192903.676337463,36316.0352339184,32248.4783178236,,76058.639376687,4457310.3223327,248723.407949082,142668.379769798,120764.708698339,158335.676097295,785638.181234921,,286634.361420622,153558.879074761,192535.550480546,1904935.22308055,277140.828795832,56051.4789635411,125017.669448542,,207798.068949466,251397.190851014,,,164925.961424153,4105167.58128392,442325.598511972,,79587.5139257992,130876.160976,,45684.6877880563,30978.6123209044,12777.756003746,85481.3810766326,136198.921929763,148435.363810098,160395.208870649,,,1557944.6544759,197153.77744346,69697.4927275258,234103.707144019,81823.9682503041,41798.6431846026,452144.479330713,117749.439892734,,228926.59384073,562530.19726043,,94767.7304168104,2126989.08054665,219266.094652448,56812.0993854958,27143.4814961116,68909.64678055
5'-Methylthioadenosine,123008.962583933,536991.855873255,771850.755927414,369100.49474234,138305.696665191,66269.0021913149,1573802.81898639,152098.80797398,615245.004085972,547510.871634346,1543563.03473575,581606.011122253,1316539.20477566,172797.847715259,2159290.91164302,371390.310809997,312356.239848641,160111.441472329,219904.847617147,193481.240120027,325747.869292272,184186.776309527,256363.435770398,254066.593218243,285495.005988157,137776.103581703,163013.381067718,132026.553828931,1688107.47158692,544702.624744014,511090.694541344,172316.518225492,83442.8061153742,449811.37358349,124249.538423454,168702.398076986,752947.727246004,153019.822323861,473312.155371074,290304.986476972,1485143.40661591,1906627.28667956,1336960.31788169,633899.755222018,66988.8032277362,1648988.40868005,300759.968133052,221062.877476906,282126.502861402,134909.434407778,332627.718210495,7197598.91687723,540889.220760168,410133.554076762,254690.600505862,332422.739204873,1178842.95908868,659406.70534696,555869.746329878,860234.720578391,187210.839367524,278365.103876236,31514.7294634866,561373.031266514,143863.849631281,490126.731308831,815287.127507414,142438.6752594,260120.220263712,796233.323929262,108601.7193212,239597.849637831,311703.093119512,389581.909902341,691586.953273981,140871.49696377,777925.68198816,3075306.81016768,1431450.32067155,604187.970063599,443845.4516278,231225.145953075,1528894.47700804,332443.937906905,110258.812158732,308252.929918264,203647.337901534,616703.979760153,2452174.61118206,258425.670063108,254912.493672773,91400.5685593934,473201.234580506,709326.150500753,1604725.60800662,54515.3904565211,2835343.00586445,150558.284646794
1-Methylguanosine,559103.16821498,17577.214218706,1093933.84953357,103848.959478161,1731030.70888033,252606.396281165,195585.545582321,971394.359685339,500688.308274573,314539.888263639,276005.23100846,1737777.01411209,2634383.42025413,15485.2330480955,37282.0060826644,95129.0489768677,332229.148556772,72505.9729702756,1522728.12023617,36459.9581713988,66258.609757633,11587.1650014119,120275.45794581,19895.4068618639,131476.631560253,29641.6060559039,13110.5917447911,291202.163323621,112974.342936833,980851.608493049,1454409.63192817,2047692.22200518,,29009.909518934,16774.6649652018,23460.4892443569,2641486.09444552,36077.4486577572,45641.33032885,44409.772768062,548808.495902037,277023.542995631,435701.830875381,755026.398364429,16284.9951383608,263293.135607579,176983.671608473,41005.8567694872,112829.030067159,,13880.8508436452,8566309.84118395,84872.1174528055,79199.4931109266,38157.8452052294,13538.4177703537,315075.561631742,470943.842076023,38920.3584960013,3390305.13911313,28498.6250752549,,23619.1579642902,80316.3235600724,26145.4353887536,203045.357634124,1290176.79112841,47618.1254479956,253854.934410589,181206.899025726,340316.868494114,146212.007811708,635455.464240981,2017422.33563257,1216377.5779221,,538069.364050956,565516.363906353,351175.302406691,2482065.48486791,36504.2257848705,1825782.93806546,456494.460527969,65435.7215676369,37331.817809107,1299648.85107695,48795.0455341885,327776.282650166,3790400.12710251,199132.712411703,61891.5536129804,140261.639033464,728215.872505457,94732.8951652735,68934.925296456,192604.840648209,970520.210692361,
"N2,N2-Dimethylguanosine",59462.266940547,,86702.9949970405,22311.1098674718,228225.407021108,,48432.3837224539,63769.1051513243,55162.8669599153,100923.568310648,,168263.526003095,366596.187621228,,,16026.2586378287,32537.8696014712,18550.0839188666,50508.5763296081,17437.3272089274,13006.0955980267,,,,66320.1066675334,,,18800.7045213716,,122718.537293137,126613.005864727,135782.73893509,,15312.7891743758,,,52525.6194501012,,14485.7849584436,,53147.5837887413,17738.8569959002,72217.0037783289,77427.0669934722,,45876.4793527898,104174.053086787,,,,,245184.898152838,62074.7334591358,,,,162370.957863516,56993.3595626827,,108052.91350028,,,,46183.4290374875,,26440.3522303633,115108.20959877,,117068.108411542,38256.960332009,41287.3688911922,36196.7436751894,,115435.480088177,356209.802808492,,64753.8741614489,186980.906560641,185683.128821962,93639.2648414733,,76524.0510498009,157938.427503866,,,74800.3439826371,,29895.8366757647,259150.116708172,,,22297.2355211665,43373.7582950426,15940.0942701209,14672.5636744631,19178.8300865713,255373.073281658,
UMP,6699014.00826468,296904.728138344,10683850.4171925,181718.480658995,19819613.3564319,8160018.6653775,326488.046101135,11148818.6708102,309589.108339691,335622.201785124,8830385.25660372,,,,,,10228199.9434422,9043169.417766,15314644.1498838,245239.846301476,241264.686810688,,6544010.35389266,164162.995489878,,11100035.920029,2129631.82497696,5561168.89627135,13822448.6709512,337735.612851731,172338.374944247,29557423.6228173,2195985.22850602,226270.66928365,,,,,,,14427029.5742069,8080855.54967276,,,,,,,2139296.09888865,,,,,2788847.64728643,167535.546195992,,552117.791729704,,4921019.14109304,161272.320223087,2229593.58075717,,2438959.50881858,2595568.48174524,7231636.17390489,186751.982242623,,8126306.536563,259722.918397618,,6921876.733342,187697.942673794,7189674.04758145,380449.81512735,,,,,,,,,175562.848414908,,,,,8942459.25884524,201702.932196928,5260314.21483339,199272.239176058,2301460.04429001,7755735.0082994,229501.189999057,4692766.93133174,,,
cAMP,956903.257028482,92793.0566335088,2020694.8664712,37274.1980884455,577304.813172839,537846.830920188,538723.838409279,437972.031266306,594163.509286788,1756526.12003168,197728.078650979,,80377.9866287117,57669.704650964,53734.610926806,136571.556841313,838088.579998984,173359.369411248,168961.95767805,29618.3232646883,130393.797132211,49139.9226841423,411489.464590202,111570.565704316,120889.340160807,86482.867230578,69747.0095666712,415831.545478106,262851.914337233,315544.553958735,262309.747841134,1525322.18253225,20913.1482422473,118194.537245688,30828.7264740526,105606.735858659,169924.580690664,34860.6229705934,66169.7120838894,90927.3291464828,648651.329881318,504236.612156253,57737.7549324408,40694.8769592337,46097.6579081159,154430.712774974,151697.512343758,7358.54980004077,129235.764288275,61318.2490800378,97705.7051069724,781320.274827404,34880.3524458432,74286.4406046113,24614.7511720243,23062.8310091076,1553416.03510703,365991.863541671,217014.970253182,313180.387628817,121648.317795996,70985.7761915913,162953.086547748,189656.44897493,45551.8617696364,136741.760805041,255330.611206076,112207.866866081,65486.0040246724,111693.715665399,751085.988792604,72462.9959940241,544125.243720172,123139.035532399,937105.994208014,20493.6051709059,359363.78367867,104093.069706333,97512.4956218235,127100.298491916,24489.8972540187,77655.2521849685,644350.669443151,96766.1322290024,178197.442448065,130731.790284294,25391.3476772444,384969.949648202,216919.901197662,283438.751397054,255264.60895717,531994.164018395,1438726.91719956,203291.053910059,211443.05264074,129014.536368331,123344.134353824,21802.791704399
GMP,26365400.4635388,1713911.89982569,50039015.2341758,1739335.37696064,3290603.90748167,26925499.0341712,9992426.89595899,42207181.4621281,7020444.66458526,16810586.5396102,34331125.6710568,,991483.942475012,935276.910867459,1064052.3585503,1192518.40717565,44763858.2200994,29156987.4469596,100241443.677506,2485815.36316771,1840603.49955256,820635.798006179,15146158.653934,1084863.88192048,1263813.85477944,29056893.7423475,1907870.49849017,27356713.9236399,50017361.4824782,3798076.96392766,3514713.73547855,75125742.5468149,3240509.10038595,1600308.69063828,769316.894959436,932343.683994091,1293991.28557706,1074641.26597018,967793.570142031,781305.623095268,63512306.8674612,26801004.2388054,1585580.24362044,2920329.61460044,,1053783.33189552,679314.512311893,,6446416.22909347,,925159.440895828,2024331.72323945,1302115.14465213,9712206.16455982,970079.453647414,,7762597.12776731,3148700.65593493,12757223.1571314,4143706.2024858,6644660.37260422,1067470.5282214,7092079.56218884,1773061.74366674,4576894.02123632,2058551.53647143,4194813.71494761,24546126.593962,2283212.22095085,911484.003542417,20570337.8580334,,28906266.1840647,2699176.95244039,2803461.05759444,762262.494646347,4679921.5722523,2162896.75275548,1002237.92009406,1460897.18379565,1238719.62466797,1892145.8756147,4000019.96703333,1546392.59422298,962912.478412263,1881875.0983213,,33135730.7961156,2574239.13556707,18388991.7141575,1871473.34509437,11964162.8243871,33314541.686911,2419746.85783763,11662448.5392079,1270795.32476479,1394472.68962388,
XMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myristoyl-L-Carnitine (14:0 Carnitine),425087.416087775,533094.476374683,465598.942973964,297265.554490443,278806.042260353,443090.443513186,243029.187708402,821505.671833009,347310.084041868,163142.198351478,955251.561961551,392395.812452854,433393.339043403,71212.3816691041,134505.913476756,560876.873445059,1184470.24596317,455980.392325887,805142.096213534,171918.80175306,114546.676303868,175225.390922589,266550.434879433,97363.3743289669,391571.996179183,438991.899852218,243634.441481104,332943.87260976,1382167.14316154,864673.912710561,216129.826435801,316822.978547387,68650.9107658249,98796.1095610691,151032.894201054,145836.468043053,405420.973459202,139398.466485409,171368.043226275,264770.567335958,653240.836797553,890398.159873664,543155.959728489,393570.692182101,35881.4949847516,135873.302965664,212426.59029803,309539.425769997,253097.134084314,74076.5596516875,106073.322374429,850443.808768207,24069.5305710232,698138.39573285,136028.885941299,164345.877484312,163280.834563754,321163.22696298,482654.512429755,312392.571342377,281118.756842063,188534.519122797,288689.541399967,25601.929285414,439615.41752481,139802.642983483,259044.031241797,421403.733397192,339351.749169435,354162.899008146,713282.003113018,272112.476090681,686049.701308706,562712.015823066,505903.290131421,71849.5311674238,436371.469162519,298543.174961105,835538.82304995,479228.254750154,232910.940751357,285735.713283287,118294.946335216,131320.510556067,328627.706612236,281939.603797976,200562.404481975,414958.821659322,667260.610952807,238909.97908959,200073.298681932,496611.126171125,865782.480498501,182027.851404028,390172.835240707,86483.2899846815,602691.486859537,59828.003917056
Riboflavin,2123931.04520963,253629.563978231,88852.0133153398,1755006.7102212,1713929.90247512,47193.3276808277,960325.254632523,46291.245196668,2080885.68032262,856720.481352549,106190.480299471,16410331.4107323,10305758.523279,68366.3652006553,5419945.40696894,552166.196602159,,,2616135.52865031,1297581.21145977,1155223.56651366,83779.4038608546,630047.499627647,195778.808480073,5808213.63361526,1679527.5671636,30575.8721660334,96247.0884064356,1378857.04859032,5008424.94028504,8049468.96415334,501272.000429255,20078.4303870624,391624.821813785,251911.297533761,79152.1127095686,5301822.88031324,376530.719624452,387074.227641025,119754.047564418,24742.5574955441,1834509.43959171,4085514.12738119,9133629.71364769,141475.17287874,688311.174856812,2098295.01045511,999545.533340697,1129840.28741483,139439.247234255,225417.21339461,28742931.4032869,623007.757277008,629710.877848603,1013452.10125914,285079.249688061,1741082.32551035,1547575.98598583,627005.007470757,10459556.2029587,,61873.0531313106,352000.492300847,304474.368874031,137735.116818252,5206302.33659017,8015415.21432956,734592.940526988,6758445.35242451,1395200.48235835,786060.488734324,993054.698097196,807704.458046637,6945083.47303022,12475777.0508033,190976.004742026,2611290.33352911,4806386.81589718,24773592.184932,12335842.0883359,1520514.00682459,5499565.05041998,772193.874825259,1650159.57818432,373020.416175,8243491.73613379,737680.11594928,30154.575628933,16406037.1494401,31260.8021036836,377408.009391295,127036.442581572,689662.32648162,2566749.07709777,667111.709959517,955471.397889451,15628936.000838,
SAH,887075.026330674,931444.696881418,3784695.14253281,579278.679627648,2567960.4810939,2559724.08456022,112910.091272958,995291.610793518,1129409.05697878,40262.0086238802,5086269.9850603,520288.124248857,497630.492592605,253023.10436366,407882.0511318,277280.91342926,7144097.70268206,3819298.26434416,1578286.82298144,203824.412184064,718915.888486873,309321.993755367,3307506.2763206,409300.293225801,152533.295173686,1427913.57480708,286080.678873665,2466625.22788269,2124350.78213223,176120.371465236,117437.609496749,6652340.34998596,290936.263536337,355594.923884642,169999.60786558,158001.321471016,266026.083544556,302405.670153167,369570.831377474,250073.107016993,5383562.08565549,2989973.98824651,346817.018295191,312022.224963784,340424.955179046,321567.830775985,39070.339404691,299894.470537982,1985947.39022258,128703.825795924,216807.292261491,920453.326246377,222493.505025183,1283814.78635335,333271.006030085,707110.788683189,520777.770325837,98865.1439320016,2942210.35684336,189600.14347363,918678.389240018,320679.08288422,348822.059530052,220944.616072252,470602.370088478,475312.450205006,238782.008986632,1393406.95127348,323773.23074286,249044.015946247,4377763.59381973,1157591.36519302,2957177.30029466,283286.788503194,79601.7838969237,338719.699478018,1191027.34458036,384770.062652957,931345.141135002,310081.768817355,791708.133888242,218517.859528644,191482.189132743,411525.552393554,415858.810643426,262190.783939356,377770.533399937,3126490.08988223,802447.288252982,1915447.80747797,327442.23388369,726301.08538566,9915505.24312674,671437.734805385,3668492.72666794,11771.1035835705,559729.601438648,110044.756186163
Cholecalciferol,121232.80776004,32046.4380095311,95756.7213655197,29881.2228149277,40266.123782697,93875.7467264521,40290.3842969224,147283.064228946,67361.0217323129,41546.0123472585,92460.9689610524,,40371.6699445988,24614.8763214888,19925.9076601546,25383.0084956027,110243.579183914,80115.512007229,125835.288963061,38283.1280714663,35323.1988088903,25096.7222812309,74481.8068603083,40281.6399308525,35967.855791809,88679.4926868617,27206.6951215702,59451.7958880845,130860.485312382,41735.801152613,124015.966482911,48345.7864625355,32894.5238511376,37590.7037600423,20945.9501184245,48752.8816531064,35550.7616452418,46452.2128554741,71886.6048923933,33919.1703986302,142083.146984017,125658.076817665,50672.6297441219,38286.063246179,18704.8894512069,37366.2206491714,56642.8615659331,21198.6737568457,92924.496296407,29032.7645914361,15314.9202085851,20295.2369792292,17586.706091177,146369.097539154,33139.9718055792,23429.6304693061,49317.574093569,30030.2612965836,85703.952371784,42326.7371219642,53093.244609335,20029.9816512529,89745.0617892465,42201.3007882837,24801.3237323634,48432.8651568803,39846.9067771511,107050.297770682,52093.988685851,43871.7513179446,138685.439492625,12088.3260070146,84501.3720872857,42275.0053749721,105193.747105845,21490.6103707728,75515.714492826,58863.4347447858,25886.7386902867,47329.6732661231,33367.8497128269,54424.8503171151,42601.9132852813,40253.3070886402,20987.6850104624,47063.3263851917,32399.0364534612,72523.4117724171,28535.1021341419,83499.6310724879,44842.1281530642,91158.9952850889,105103.843559804,46794.8636219685,105567.746306075,55242.6072916839,112458.751396521,49134.2393172773
Ergocalciferol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Adenosylmethionine (SAM),3425890.9758116,7988925.73836755,3593648.37482299,4408392.7274713,858879.508165948,2476439.98952039,1431404.1304303,5305010.06985194,4422145.82267631,790821.753298071,4254258.71135383,1902419.69303029,6724651.36745933,1100487.52121847,1663392.63156307,3903075.71589881,4457013.3195477,2442999.70997841,4449688.12727647,1957786.20886957,1336057.65451709,1458126.1513412,1773057.3173626,1375846.62808445,6668696.4462472,2669023.67120676,1777300.57527327,1667393.19579978,5511995.04915402,7156046.91629455,3715071.4981864,708467.07457798,689898.269662381,1720540.01690132,1601663.90389319,2535077.54394304,11099131.2518591,1698170.84852711,1401967.43947138,3057288.57010317,7857777.15932099,2921004.98964024,6292969.77652092,5075813.20246855,711231.728353435,890635.805134992,378442.800654121,3081027.40730198,1952337.63939107,694225.767162704,1939725.43853952,170819.11723064,238233.047166784,3829841.3267434,2633697.71044789,1677763.52035379,1745280.69354864,3721563.01471275,1883787.08845809,8540234.19159161,1135264.34854454,2102810.18158593,1151423.74604268,737887.441181704,2476604.14229388,472550.264703515,6827975.49822444,3582875.36933218,6104337.6843193,3035169.94954191,3009613.22779624,958899.259904436,4192093.27078508,4849195.02207016,1153233.8896787,1873984.54524773,4093268.47756393,6427689.05483902,1408895.33005165,7853408.85246117,3403634.57258414,5349989.9830461,2081645.37624092,1357390.00442279,1672348.86500203,4854485.66851538,2243072.89487516,4078835.00260263,1096461.61643233,1653145.80489279,2304454.51339602,1818605.68221465,3873172.63317168,2886479.51108857,3962654.31977976,1208303.61340355,8940623.2803534,723114.700105825
CDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiamine pyrophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biliverdin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAF C-16,10012966.7537531,325107.010512791,8272724.50064331,1333387.94985707,2879133.45769911,5255929.08453487,2756205.84681552,10717054.4623201,7297831.19693065,3248651.10547138,12729986.9319944,1792782.64176229,5064389.7196597,711657.440385892,205876.865196922,221482.297201837,11249553.221039,18921474.5377687,17821838.401156,276501.870369108,314549.058015491,158215.445046542,9868913.46669522,286003.721771444,3273112.50183817,9512642.96452942,272360.65584749,7286325.09109079,19387537.0258039,7498007.51820301,8733984.26056348,6982482.15454083,404340.354065957,218453.54790078,388285.060699886,233708.735393932,4684723.04490977,334521.90377266,162332.217354411,277585.289360568,14924060.0744055,22228932.7103961,7682213.3362097,5234723.72617555,112229.417520866,264553.09325946,2929594.8883776,195889.339389672,4925935.75199865,186677.230298873,140288.685042636,619271.36376144,108878.958514437,14948544.4442665,139860.832579876,254062.849622893,4933423.89481662,2786677.07939096,7428290.14080436,4472306.8421509,2653425.77790307,126856.717850794,7362490.97143098,158956.179429717,249477.446807032,252668.748653879,2081502.70198622,6610646.84754181,6269922.74265814,4300668.56736114,13576561.6162989,163030.157499519,9846630.98407357,3007219.44525963,14861447.2315207,136089.180625839,9006305.32588237,6686653.97621681,3211587.56662273,4436116.46999088,374181.438250177,3442629.54301693,2731750.59620137,406172.822226208,129769.868992497,3210321.32014184,308516.085006366,5414516.1224846,7717988.77748496,7463808.30038375,338392.447104099,9640021.69200502,14296995.4812167,41703.3049091773,1445347.38437266,454384.076623491,1199191.48168019,19702.8846709255
NAD,335794.365804548,132864.775938257,347124.462381935,43770.7872142581,8150.49672072651,348219.613419795,,653041.740245787,70671.3650343975,,583853.652891832,,11101.6783599743,5341.20363585807,9300.05897497436,,400024.233311046,343433.075218432,628622.744236714,15166.4286535482,10588.0234353043,,610870.331614235,,10569.308925876,285652.109096027,,244237.74077128,296748.615127536,6554.24326689852,,,8699.8305641655,,56884.6955491141,,9335.45398668663,67529.7688927071,,,263618.397422663,321089.053359375,15879.9837861994,19929.0503881177,,10667.8667227705,,,78359.4492615737,,,,,281465.974513616,11520.5235537553,,10864.9271489476,,188156.491380005,6203.39214311951,206369.564787601,10401.2609385486,354213.815676712,,,,,613564.196253868,7918.7063281754,,424165.948356785,,359971.355960802,,14409.7025385096,301329.856269476,39191.1673562196,17717.1924248956,8486.8515009098,6394.343920041,,,,,,,,358925.035035164,,110617.149070365,,170792.729598505,412466.719945707,,78898.4959545179,,,
Methylcobalamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanocobalamin (Vitamin B12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAD,234012.863102276,100669.439117891,10809.9082132418,210948.050487372,,6755.44421260724,14274.404594465,,74387.4306006147,9467.99659273112,,,57035.6508604009,47186.3734159506,232332.624486783,67455.6052304187,,,550991.99249975,177964.958740434,131732.171457616,125753.569117321,131231.923322106,150238.242562031,20897.6067430765,188872.444659273,101949.983007605,96185.7365633432,198122.478884234,11552.3515385676,14841.4286349691,,46156.1755876379,75799.8513232123,106828.291436778,64248.6277670201,47530.4717619889,93275.2584801262,92743.6634752034,48098.0266320765,,190370.566885992,21675.3916990162,38084.4986805291,30365.2055949601,109530.524097681,10830.633131099199,195514.393564781,48731.2541832677,60378.5129999359,149088.364704867,,22328.3769880544,85470.5214350535,192503.858742744,117526.276982734,18648.2688613753,23348.7029991101,115274.134115447,48312.1881421061,,43067.3854177439,26685.7772201689,46824.79378765,203159.355692356,165807.963365604,35434.0774681083,137718.699795025,24357.8870211574,9504.87331644788,163091.094451696,,101197.081245509,42139.8632784002,24600.686095654,71367.6181171586,100328.766522175,33180.0795844281,,28328.1228806696,157573.24217209,14595.8592089291,,134006.940167797,47832.842163005,10823.7033589808,56102.8534130995,,,,48987.7614907457,28038.1564091609,132721.020018349,161521.018783386,53485.804998733,,10453.2328257627,34111.8388801078
Adenosylcobalamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ubiquinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MalonylCoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malondialdehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyruvate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyceraldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Hydroxypropionic Acid,175193.852976501,233020.32820225,251798.213396573,239199.391090893,306427.454144284,212076.960888395,481436.312442247,178368.907184245,592067.821339959,876032.006184368,491677.201838673,3055397.90053983,2570291.7900239,87694.1469168797,255647.049109046,253838.672905088,197798.673054422,124830.006524189,180150.756763991,203802.602856849,147883.246629326,85089.1933843845,468148.784803036,126364.880862347,2066084.60849242,156495.932550631,92060.3006487605,147850.054406963,275667.656646387,1495899.02952267,2801607.80189741,464444.451384673,103311.766809918,122876.762524968,115420.662272293,102292.463228331,2622022.91199308,266674.162798108,68333.962374812,119859.889949539,249499.227648516,322207.478244405,1901251.05196826,1297094.39572067,111513.932477561,184237.382710826,1400752.34365264,151542.993569681,227439.422835454,92890.8731025317,137702.117718516,4767251.26060053,119038.086242433,221873.915880307,140652.967654972,167092.122982235,673393.566368865,997676.778671399,217052.986554373,1058885.19856009,119097.151058664,128117.027681867,136496.655875431,178517.141998999,162277.02739279,107704.948116077,996918.275752852,299248.129568916,986645.053984651,949321.174551006,175933.217114937,326627.271264143,160430.926805683,939174.479540076,2463946.96295853,137959.069413761,632384.021065513,3082717.38620001,2713756.44922469,801901.66290553,146547.986454443,1491291.19049685,1129280.8344188,132540.504620987,146315.425561708,1379600.57949493,199498.862791235,349533.336205748,1715512.40805545,216751.691558997,76677.6480806524,151468.644061003,324098.331942828,161628.541409721,315610.107687818,940846.949595473,1247514.74193697,147694.967441012
