"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"674","Cluster_14532","FUN_023380",0.535012445208958,0.000375348065105715,"ptg000017l:6887070-6888070",143,-10.98,"2 21","800 824",21,"61.90%","66.67%"
"675","Cluster_17245","FUN_023418",-0.508115377853725,0.000816171164824138,"ptg000017l:7308791-7309791",146,-11.22,"2 15","168 190",13,"76.92%","76.92%"
"676","Cluster_2500","FUN_023472",0.535667662660826,0.000368011679931421,"ptg000017l:7900041-7901041",159,-14.28,"2 21","727 750",21,"66.67%","80.95%"
"677","Cluster_1833","FUN_023477",0.537902453182993,0.000343946309926657,"ptg000017l:7964836-7965836",153,-15.36,"2 16","889 909",14,"85.71%","85.71%"
"678","Cluster_14532","FUN_023494",0.509656837852267,0.000781971157101041,"ptg000017l:8191943-8192943",162,-12.01,"2 19","344 366",17,"76.47%","82.35%"
"679","Cluster_2500","FUN_023553",0.523338846093305,0.000530008197363692,"ptg000017l:9010263-9011263",161,-12.97,"2 20","938 962",21,"76.19%","80.95%"
"680","Cluster_14532","FUN_023589",0.553157115666775,0.000214002804311027,"ptg000017l:9612734-9613734",152,-19.06,"2 18","385 408",17,"76.47%","76.47%"
"681","Cluster_2500","FUN_023604",0.504968597047189,0.000890148832733804,"ptg000017l:9811941-9812941",157,-12.2,"2 20","906 926",18,"72.22%","83.33%"
"682","Cluster_5516","FUN_023634",-0.513420509011413,0.00070376970619103,"ptg000017l:10151303-10152303",142,-13.66,"2 11","478 499",9,"88.89%","88.89%"
"683","Cluster_14532","FUN_023634",-0.548864943203255,0.000245134329301888,"ptg000017l:10151303-10152303",154,-10.34,"2 15","75 97",13,"84.62%","84.62%"
"684","Cluster_5516","FUN_023647",0.504747228012258,0.000895570694306388,"ptg000017l:10261445-10262445",142,-10.28,"2 13","639 659",11,"81.82%","90.91%"
"685","Cluster_1865","FUN_023689",0.639065338798636,9.06892279045436e-06,"ptg000017l:10644349-10645349",148,-12.23,"2 22","134 158",21,"66.67%","66.67%"
"686","Cluster_9786","FUN_023791",0.508354652394967,0.000810776664610829,"ptg000017l:11172746-11173746",163,-21.86,"2 16","408 428",14,"85.71%","92.86%"
"687","Cluster_2746","FUN_023903",0.680183047771224,1.37919885382309e-06,"ptg000017l:12570530-12571530",150,-18.15,"2 21","957 982",22,"68.18%","72.73%"
"688","Cluster_4752","FUN_023952",-0.528508147922827,0.000455610925156829,"ptg000018l:511873-512873",140,-13.84,"2 9","918 938",7,"100.00%","100.00%"
"689","Cluster_14532","FUN_023969",0.518975664734896,0.000601061373100006,"ptg000018l:673204-674204",152,-13.2,"2 22","204 223",20,"70.00%","80.00%"
"690","Cluster_14610","FUN_023960",0.5219281911384,0.000552112067691189,"ptg000018l:582540-583540",148,-11.67,"2 13","455 477",11,"81.82%","90.91%"
"691","Cluster_1832","FUN_023975",0.509538933005526,0.000784541267708374,"ptg000018l:743923-744923",159,-12.13,"2 16","282 303",14,"85.71%","85.71%"
"692","Cluster_1832","FUN_023975",0.509538933005526,0.000784541267708374,"ptg000018l:743923-744923",159,-17.45,"2 18","901 921",16,"81.25%","87.50%"
"693","Cluster_1832","FUN_023975",0.509538933005526,0.000784541267708374,"ptg000018l:743923-744923",171,-18.06,"2 21","238 261",21,"80.95%","80.95%"
"694","Cluster_17623","FUN_024000",0.598512220828399,4.51621005122546e-05,"ptg000018l:1029667-1030667",156,-22.86,"2 21","134 152",19,"73.68%","78.95%"
"695","Cluster_4752","FUN_024006",-0.621027789297887,1.90430169739665e-05,"ptg000018l:1120468-1121468",144,-11.48,"2 20","576 596",19,"63.16%","78.95%"
"696","Cluster_1865","FUN_024071",0.506341397802494,0.000857172584832709,"ptg000018l:1912410-1913410",159,-15.91,"2 19","71 92",17,"76.47%","88.24%"
"697","Cluster_2500","FUN_024073",0.580702006589328,8.55133735805295e-05,"ptg000018l:1935321-1936321",141,-11.26,"2 21","165 186",20,"65.00%","70.00%"
"698","Cluster_17192","FUN_024106",0.504918281599016,0.000891378609625545,"ptg000018l:2198648-2199648",140,-19.6,"2 9","263 284",7,"100.00%","100.00%"
"699","Cluster_1865","FUN_024105",0.505006822258856,0.000889215566108913,"ptg000018l:2180528-2181528",164,-14.47,"2 21","877 900",19,"73.68%","78.95%"
"700","Cluster_9706","FUN_024137",0.522391086154671,0.000544769730454335,"ptg000018l:2592924-2593924",148,-10.91,"2 15","694 714",13,"84.62%","84.62%"
"701","Cluster_1865","FUN_024209",0.678361813137042,1.50864461944749e-06,"ptg000018l:3474971-3475971",151,-12.74,"2 23","546 570",23,"65.22%","73.91%"
"702","Cluster_1865","FUN_024209",0.678361813137042,1.50864461944749e-06,"ptg000018l:3474971-3475971",151,-12.88,"2 18","36 58",16,"75.00%","81.25%"
"703","Cluster_2372","FUN_024206",-0.529994663576846,0.000436022862141773,"ptg000018l:3330702-3331702",159,-16.35,"2 20","511 532",18,"66.67%","83.33%"
"704","Cluster_1865","FUN_024213",0.665741748204829,2.76212559637736e-06,"ptg000018l:3512787-3513787",151,-12.88,"2 18","39 61",16,"75.00%","81.25%"
"705","Cluster_1865","FUN_024213",0.665741748204829,2.76212559637736e-06,"ptg000018l:3512787-3513787",158,-13.56,"2 19","935 958",17,"70.59%","82.35%"
"706","Cluster_3109","FUN_024213",0.558704183378957,0.000179057474149968,"ptg000018l:3512787-3513787",145,-13.05,"2 20","367 387",18,"66.67%","72.22%"
"707","Cluster_2500","FUN_024239",0.579078335801173,9.04716446022319e-05,"ptg000018l:3833147-3834147",160,-11.62,"2 21","228 249",19,"68.42%","78.95%"
"708","Cluster_14610","FUN_024286",0.555905055842971,0.000195989845394698,"ptg000018l:4398281-4399281",159,-11.8,"2 22","939 964",23,"69.57%","78.26%"
"709","Cluster_14532","FUN_024310",0.558195007285802,0.000182035725774542,"ptg000018l:4762977-4763977",145,-11.64,"2 10","972 994",8,"100.00%","100.00%"
"710","Cluster_14532","FUN_024332",-0.537545008704171,0.000347697970813238,"ptg000018l:4999284-5000284",164,-15.21,"2 21","155 177",19,"68.42%","84.21%"
"711","Cluster_4752","FUN_024335",-0.527195348331878,0.000473560953158224,"ptg000018l:5020394-5021394",143,-12.11,"2 20","857 877",18,"55.56%","72.22%"
"712","Cluster_4752","FUN_024335",-0.527195348331878,0.000473560953158224,"ptg000018l:5020394-5021394",153,-18.07,"2 18","325 345",16,"75.00%","75.00%"
"713","Cluster_14532","FUN_024371",0.556477571207696,0.000192413621793086,"ptg000018l:5499614-5500614",149,-13.14,"2 22","933 952",20,"65.00%","75.00%"
"714","Cluster_5516","FUN_024383",0.610948493836015,2.82602984512014e-05,"ptg000018l:5610933-5611933",142,-10.89,"2 20","483 505",19,"57.89%","73.68%"
"715","Cluster_1865","FUN_024387",0.610639855302208,2.85978778381595e-05,"ptg000018l:5656121-5657121",159,-10.67,"2 16","906 929",14,"85.71%","85.71%"
"716","Cluster_5516","FUN_024408",0.533153777765733,0.000396878282116864,"ptg000018l:5907834-5908834",146,-10.45,"2 16","411 434",16,"68.75%","81.25%"
"717","Cluster_4752","FUN_024453",0.505983522630323,0.000865662714221508,"ptg000018l:6547864-6548864",157,-15.25,"2 19","12 33",18,"77.78%","77.78%"
"718","Cluster_14532","FUN_024464",0.505329927534199,0.00088136166191105,"ptg000018l:6693366-6694366",143,-11.98,"2 21","405 423",19,"68.42%","68.42%"
"719","Cluster_4752","FUN_024477",0.618438630776111,2.11029390017796e-05,"ptg000018l:6839747-6840671",149,-14.88,"2 15","873 895",15,"80.00%","80.00%"
"720","Cluster_14610","FUN_024509",0.588314131955955,6.53918240147896e-05,"ptg000018l:7434933-7435933",161,-19.66,"2 19","200 226",21,"71.43%","80.95%"
"721","Cluster_1865","FUN_024528",0.50951483155024,0.000785067560417628,"ptg000018l:7895773-7896773",166,-16.83,"2 22","328 349",20,"75.00%","85.00%"
"722","Cluster_5516","FUN_024528",0.528086902812036,0.000461303135943855,"ptg000018l:7895773-7896773",142,-11.37,"2 18","544 569",20,"70.00%","75.00%"
"723","Cluster_1865","FUN_024557",0.572218974771155,0.000114422124969193,"ptg000018l:8291110-8292110",150,-11.06,"2 23","533 556",21,"57.14%","71.43%"
"724","Cluster_14532","FUN_024566",0.511456018276502,0.000743671619738995,"ptg000018l:8458101-8459101",156,-10.27,"2 19","605 626",17,"76.47%","82.35%"
"725","Cluster_9706","FUN_024634",-0.569769507149055,0.000124276183712384,"ptg000018l:9259107-9259618",160,-14.81,"2 21","381 402",19,"68.42%","78.95%"
"726","Cluster_17623","FUN_024666",0.574073604867155,0.00010743736426489,"ptg000018l:9672432-9673432",149,-19.01,"2 19","686 708",18,"72.22%","72.22%"
"727","Cluster_2372","FUN_024719",0.557558946755517,0.000185818863493691,"ptg000018l:10268842-10269842",156,-10.23,"2 21","429 450",19,"68.42%","73.68%"
"728","Cluster_17245","FUN_024691",0.536923122528281,0.000354312749125044,"ptg000018l:9921293-9922293",165,-19.2,"2 21","860 880",19,"78.95%","84.21%"
"729","Cluster_9706","FUN_024735",-0.614128766253849,2.49873609174689e-05,"ptg000018l:10476935-10477446",160,-14.81,"2 21","381 402",19,"68.42%","78.95%"
"730","Cluster_14532","FUN_024769",0.604775774834283,3.57518661767212e-05,"ptg000018l:10777222-10778222",153,-10.27,"2 20","508 529",18,"72.22%","77.78%"
"731","Cluster_2372","FUN_024755",0.592426857441465,5.64091190046297e-05,"ptg000018l:10663520-10664520",151,-12.76,"2 20","515 536",18,"66.67%","72.22%"
"732","Cluster_2500","FUN_024755",0.538756066544507,0.000335133497631137,"ptg000018l:10663520-10664520",161,-10.97,"2 21","931 950",19,"73.68%","84.21%"
"733","Cluster_14532","FUN_024762",0.533266924403534,0.000395536660458857,"ptg000018l:10716373-10717373",156,-14.17,"2 14","150 173",13,"92.31%","92.31%"
"734","Cluster_12081","FUN_024802",0.570430268168957,0.000121545112521506,"ptg000018l:11225791-11226791",164,-18.56,"2 17","827 847",15,"86.67%","86.67%"
"735","Cluster_12083","FUN_024802",0.554984551063791,0.000201865519066131,"ptg000018l:11225791-11226791",164,-18.56,"2 17","827 847",15,"86.67%","86.67%"
"736","Cluster_12087","FUN_024802",0.523145166717646,0.000532995387065424,"ptg000018l:11225791-11226791",164,-18.56,"2 17","827 847",15,"86.67%","86.67%"
"737","Cluster_14605","FUN_024938",0.622683156600544,1.78240602008701e-05,"ptg000018l:12960066-12961066",147,-13.95,"2 14","865 888",14,"85.71%","85.71%"
"738","Cluster_4752","FUN_025031",-0.521039166154894,0.000566462011094704,"ptg000018l:13210836-13211836",150,-12.57,"2 19","535 555",17,"64.71%","76.47%"
"739","Cluster_14532","FUN_025109",0.664410115392671,2.93924269216753e-06,"ptg000018l:13952913-13953913",148,-13.84,"2 22","197 221",22,"63.64%","68.18%"
"740","Cluster_14532","FUN_025109",0.664410115392671,2.93924269216753e-06,"ptg000018l:13952913-13953913",150,-14.45,"2 19","177 199",17,"64.71%","76.47%"
"741","Cluster_14532","FUN_025109",0.664410115392671,2.93924269216753e-06,"ptg000018l:13952913-13953913",155,-12.38,"2 16","353 375",14,"78.57%","85.71%"
"742","Cluster_15097","FUN_025265",0.533061073903906,0.000397980544234142,"ptg000019l:585564-586564",145,-17.51,"2 10","126 147",8,"100.00%","100.00%"
"743","Cluster_1865","FUN_025270",0.536134302537419,0.000362865452525381,"ptg000019l:753179-754179",148,-12.37,"2 23","421 448",25,"56.00%","76.00%"
"744","Cluster_14532","FUN_025309",0.607332150351281,3.24537240859691e-05,"ptg000019l:1155986-1156986",157,-12.61,"2 21","236 258",20,"75.00%","80.00%"
"745","Cluster_14605","FUN_025393",0.560432839678443,0.000169271242868583,"ptg000019l:2191573-2192573",153,-11.53,"2 15","773 795",14,"85.71%","85.71%"
"746","Cluster_16354","FUN_025367",-0.514457049261619,0.000683494794106702,"ptg000019l:1959194-1960194",148,-12.59,"2 14","925 948",13,"84.62%","84.62%"
"747","Cluster_14532","FUN_025412",-0.532239574313167,0.00040786881800914,"ptg000019l:2359857-2360857",145,-12.38,"2 10","734 756",8,"100.00%","100.00%"
"748","Cluster_14532","FUN_025412",-0.532239574313167,0.00040786881800914,"ptg000019l:2359857-2360857",154,-11.02,"2 18","507 530",18,"77.78%","83.33%"
"749","Cluster_5516","FUN_025458",0.623281399374776,1.74013720689309e-05,"ptg000019l:2966275-2967275",151,-16.52,"2 20","239 257",18,"72.22%","77.78%"
"750","Cluster_14532","FUN_025459",0.519458311588135,0.000592803894425959,"ptg000019l:2981881-2982881",165,-13.3,"2 22","427 449",20,"70.00%","80.00%"
"751","Cluster_2500","FUN_025552",0.520496269642725,0.00057538799739556,"ptg000019l:4259350-4260350",154,-11.98,"2 16","366 388",15,"73.33%","93.33%"
"752","Cluster_3301","FUN_025628",0.512011661393984,0.000732186137427005,"ptg000019l:4996434-4997244",156,-12.31,"2 22","300 323",21,"61.90%","80.95%"
"753","Cluster_15097","FUN_025628",0.50436885754139,0.00090490591691411,"ptg000019l:4996434-4997244",151,-14.06,"2 21","143 165",20,"65.00%","75.00%"
"754","Cluster_14532","FUN_025661",-0.547529175645083,0.000255622113396882,"ptg000019l:5412857-5413857",169,-14.18,"2 18","231 253",16,"81.25%","93.75%"
"755","Cluster_14532","FUN_025670",0.545108471116763,0.000275661595507613,"ptg000019l:5476305-5477305",152,-10.43,"2 22","445 469",22,"63.64%","72.73%"
"756","Cluster_3301","FUN_025685",0.624928800131124,1.62842919564398e-05,"ptg000019l:5693946-5694946",158,-14.61,"2 22","9 31",21,"76.19%","76.19%"
"757","Cluster_2372","FUN_025693",0.50418126602298,0.000909566206756065,"ptg000019l:5804245-5805245",149,-13.28,"2 19","368 392",20,"65.00%","75.00%"
"758","Cluster_14532","FUN_025693",0.59246207312934,5.63373014148495e-05,"ptg000019l:5804245-5805245",152,-14.55,"2 22","259 283",22,"63.64%","72.73%"
"759","Cluster_2372","FUN_025762",0.565362819264553,0.000143954592057315,"ptg000020l:529073-530073",151,-12.48,"2 21","850 873",21,"66.67%","71.43%"
"760","Cluster_14532","FUN_025725",0.513321629820928,0.000705731531462978,"ptg000020l:130926-131926",158,-12.67,"2 22","737 757",20,"75.00%","75.00%"
"761","Cluster_1865","FUN_025812",0.556681583677972,0.00019115354034758,"ptg000020l:851441-852441",151,-11.64,"2 19","727 748",17,"70.59%","82.35%"
"762","Cluster_14532","FUN_025821",0.528877646072472,0.000450669810299848,"ptg000020l:926423-927423",154,-11.58,"2 22","653 673",20,"70.00%","75.00%"
"763","Cluster_15097","FUN_025773",0.559556760359594,0.000174168876316849,"ptg000020l:611387-612387",152,-12.8,"2 21","517 538",19,"63.16%","73.68%"
"764","Cluster_3301","FUN_025777",0.534010387340376,0.000386821783151926,"ptg000020l:633317-634317",164,-14.22,"2 21","402 424",19,"73.68%","78.95%"
"765","Cluster_3109","FUN_025850",0.717635193702929,1.87355593691966e-07,"ptg000020l:1274802-1275802",147,-11.41,"2 16","804 825",14,"64.29%","85.71%"
"766","Cluster_15097","FUN_025860",0.628782627513581,1.39223621503673e-05,"ptg000020l:1377727-1378727",152,-16.96,"2 17","127 148",15,"73.33%","80.00%"
"767","Cluster_2372","FUN_025904",0.606891222036711,3.30020260772056e-05,"ptg000020l:1762276-1763276",147,-15.03,"2 21","512 534",20,"65.00%","70.00%"
"768","Cluster_3109","FUN_025905",0.701500645152331,4.59521868109914e-07,"ptg000020l:1769278-1770278",145,-13.05,"2 20","267 287",18,"66.67%","72.22%"
"769","Cluster_2372","FUN_025956",0.53855525953988,0.000337188222741715,"ptg000020l:2414485-2415485",150,-15.28,"2 21","480 505",23,"60.87%","78.26%"
"770","Cluster_17623","FUN_025956",0.643202629053284,7.5983182411611e-06,"ptg000020l:2414485-2415485",147,-13.94,"2 12","901 922",10,"90.00%","90.00%"
"771","Cluster_12081","FUN_025947",0.500261160430157,0.00101196099162607,"ptg000020l:2315074-2316074",140,-16.81,"2 9","534 554",7,"100.00%","100.00%"
"772","Cluster_9532","FUN_025938",0.563133913932242,0.000154943194792791,"ptg000020l:2212960-2213960",156,-17.39,"2 22","741 764",21,"61.90%","80.95%"
"773","Cluster_14532","FUN_025975",0.576516614285953,9.88258918451105e-05,"ptg000020l:2722511-2723511",159,-15.75,"2 18","328 349",16,"81.25%","87.50%"
"774","Cluster_1865","FUN_025991",0.505930910171275,0.000866917163500227,"ptg000020l:2955022-2956022",144,-10.58,"2 14","30 55",14,"78.57%","78.57%"
"775","Cluster_1865","FUN_025996",0.503018478453152,0.000938932071061705,"ptg000020l:3036720-3037720",151,-11.29,"2 18","34 56",16,"75.00%","81.25%"
"776","Cluster_1865","FUN_025999",0.522068305112784,0.000549880334962414,"ptg000020l:3132592-3133592",152,-11.48,"2 22","32 57",22,"68.18%","68.18%"
"777","Cluster_2500","FUN_026049",0.504070408644728,0.000912330228369981,"ptg000020l:4100842-4101842",159,-13.63,"2 21","286 308",20,"70.00%","80.00%"
"778","Cluster_1819","FUN_026077",0.543021624092057,0.000294058798647479,"ptg000020l:4378487-4379487",152,-11.18,"2 17","785 804",15,"86.67%","86.67%"
"779","Cluster_1865","FUN_026077",0.518486700430877,0.000609531501663407,"ptg000020l:4378487-4379487",165,-16.98,"2 23","442 467",23,"65.22%","82.61%"
"780","Cluster_2372","FUN_026115",-0.550286384103784,0.000234400539764626,"ptg000020l:4777324-4778324",153,-17.65,"2 20","940 963",20,"70.00%","80.00%"
"781","Cluster_14532","FUN_026113",0.515173708934467,0.000669783000785902,"ptg000020l:4749850-4750850",158,-10.78,"2 21","115 136",19,"68.42%","84.21%"
"782","Cluster_14532","FUN_026173",0.522183994848137,0.000548043710381409,"ptg000020l:5546337-5547337",141,-12.79,"2 17","278 304",19,"73.68%","73.68%"
"783","Cluster_1865","FUN_026255",0.692661845938811,7.33025220600152e-07,"ptg000020l:6798849-6799849",155,-17.07,"2 23","346 367",21,"71.43%","71.43%"
"784","Cluster_1865","FUN_026256",0.574039847450601,0.000107560971189919,"ptg000020l:6806491-6807491",145,-14.01,"2 10","488 511",8,"100.00%","100.00%"
"785","Cluster_17623","FUN_026229",0.544143596962554,0.000284035057149741,"ptg000020l:6441594-6442594",153,-12.33,"2 19","357 380",19,"73.68%","73.68%"
"786","Cluster_2372","FUN_026241",0.581807186093675,8.22807076376643e-05,"ptg000020l:6639781-6640781",146,-11.25,"2 19","435 456",17,"64.71%","70.59%"
"787","Cluster_4752","FUN_026241",-0.554455029736422,0.000205316968648203,"ptg000020l:6639781-6640781",142,-19.45,"2 20","515 533",19,"68.42%","73.68%"
"788","Cluster_1865","FUN_026290",0.580928622434694,8.48412891307085e-05,"ptg000020l:7393491-7394129",167,-19.96,"2 16","147 170",14,"92.86%","92.86%"
"789","Cluster_1865","FUN_026299",0.521107146302678,0.000565353080884384,"ptg000020l:7548031-7549031",155,-11.78,"2 16","239 262",14,"78.57%","85.71%"
"790","Cluster_1819","FUN_026300",0.511250972665556,0.000747950411964176,"ptg000020l:7548851-7549851",149,-12.44,"2 17","17 38",16,"81.25%","81.25%"
"791","Cluster_14532","FUN_026466",0.567700738023706,0.000133189445618787,"ptg000020l:9203167-9204167",154,-16.64,"2 22","855 877",21,"71.43%","76.19%"
"792","Cluster_3227","FUN_026428",0.586901720334916,6.87641853496546e-05,"ptg000020l:8721927-8722927",157,-15.29,"2 19","690 715",19,"73.68%","78.95%"
"793","Cluster_4752","FUN_026486",-0.549742609284309,0.000238455764882617,"ptg000020l:9479383-9480383",147,-11.06,"2 18","89 111",18,"72.22%","77.78%"
"794","Cluster_14532","FUN_026486",0.613983941508825,2.51285446947557e-05,"ptg000020l:9479383-9480383",144,-11,"2 19","900 925",20,"70.00%","70.00%"
"795","Cluster_13327","FUN_026529",0.514865413259571,0.000675651238458365,"ptg000020l:10163195-10164195",157,-15.39,"2 19","965 987",18,"77.78%","77.78%"
"796","Cluster_3109","FUN_026532",0.550686047927977,0.000231459719350679,"ptg000020l:10187768-10188768",157,-16.08,"2 20","503 523",18,"77.78%","77.78%"
"797","Cluster_3109","FUN_026570",0.681885240017823,1.26754936098809e-06,"ptg000020l:10953119-10954119",152,-16.03,"2 14","858 880",13,"84.62%","92.31%"
"798","Cluster_14532","FUN_026570",0.594479389301308,5.23592820827603e-05,"ptg000020l:10953119-10954119",140,-10.27,"2 9","388 410",7,"100.00%","100.00%"
"799","Cluster_2372","FUN_026627",0.537220469406039,0.000351136023456191,"ptg000020l:11654039-11655039",168,-17.53,"2 21","220 241",19,"73.68%","84.21%"
"800","Cluster_9380","FUN_026679",0.598364096679431,4.54096546661221e-05,"ptg000020l:12382262-12383262",146,-10.99,"2 13","93 113",11,"90.91%","90.91%"
"801","Cluster_2372","FUN_026895",0.569117593298403,0.000127024937582564,"ptg000020l:14696702-14697702",151,-15.24,"2 21","890 908",19,"73.68%","78.95%"
"802","Cluster_12081","FUN_026905",0.843428573453252,8.41930759000874e-12,"ptg000020l:14803371-14804371",151,-16.98,"2 17","545 568",18,"72.22%","77.78%"
"803","Cluster_12083","FUN_026905",0.885973148405004,3.00021930447173e-14,"ptg000020l:14803371-14804371",151,-16.98,"2 17","545 568",18,"72.22%","77.78%"
"804","Cluster_12087","FUN_026905",0.871857833364835,2.42501690976254e-13,"ptg000020l:14803371-14804371",151,-16.98,"2 17","545 568",18,"72.22%","77.78%"
"805","Cluster_5516","FUN_026975",0.588161831105747,6.57481038326789e-05,"ptg000020l:15390277-15391277",145,-12.44,"2 18","531 552",16,"62.50%","75.00%"
"806","Cluster_4752","FUN_027159",0.506259392738976,0.000859111480202292,"ptg000021l:1242675-1243675",162,-14.9,"2 20","935 956",19,"78.95%","78.95%"
"807","Cluster_14610","FUN_027252",0.538982146847697,0.000332833621125083,"ptg000021l:2339621-2340621",157,-15.47,"2 22","727 749",20,"65.00%","75.00%"
"808","Cluster_5516","FUN_027223",0.530235003071094,0.000432927692416243,"ptg000021l:1996400-1997400",147,-11.1,"2 12","29 50",10,"90.00%","90.00%"
"809","Cluster_4752","FUN_027224",0.54511779879022,0.000275581741892146,"ptg000021l:2012618-2013618",153,-14.01,"2 17","373 391",15,"80.00%","86.67%"
"810","Cluster_5516","FUN_027242",0.56604307351206,0.000140743997725232,"ptg000021l:2171983-2172983",147,-11.1,"2 12","248 269",10,"90.00%","90.00%"
"811","Cluster_2372","FUN_027244",0.518653576326699,0.000606628878016298,"ptg000021l:2199796-2200796",155,-12.47,"2 21","815 837",20,"65.00%","80.00%"
"812","Cluster_14605","FUN_027244",0.552270014159742,0.000220128366450001,"ptg000021l:2199796-2200796",161,-14.79,"2 19","737 759",18,"77.78%","83.33%"
"813","Cluster_17186","FUN_027244",0.517298299395594,0.000630563506437847,"ptg000021l:2199796-2200796",152,-15.33,"2 21","805 826",19,"63.16%","73.68%"
"814","Cluster_14532","FUN_027245",0.549321770960755,0.000241637405356348,"ptg000021l:2220600-2221600",164,-11.04,"2 21","276 298",19,"63.16%","89.47%"
"815","Cluster_3301","FUN_027427",0.561223369513517,0.000164958882767902,"ptg000021l:4956147-4957147",160,-14.74,"2 22","202 225",21,"66.67%","80.95%"
"816","Cluster_1865","FUN_027653",0.668776078619393,2.39459574398479e-06,"ptg000021l:8392155-8393155",164,-16.17,"2 23","315 341",24,"70.83%","79.17%"
"817","Cluster_2500","FUN_027925",0.557976038935454,0.000183330184994221,"ptg000021l:13380156-13381156",151,-13.04,"2 16","544 565",14,"64.29%","92.86%"
"818","Cluster_5603","FUN_027925",0.520484780307817,0.000575578248104243,"ptg000021l:13380156-13381156",156,-17.61,"2 22","187 209",22,"77.27%","77.27%"
"819","Cluster_14146","FUN_027925",0.520131826235997,0.000581450221936927,"ptg000021l:13380156-13381156",143,-15.04,"2 21","347 372",23,"56.52%","69.57%"
"820","Cluster_9380","FUN_027994",-0.622758179146708,1.77705435420838e-05,"ptg000021l:14372155-14373155",146,-12.26,"2 18","384 403",16,"75.00%","75.00%"
"821","Cluster_3301","FUN_027999",0.574250837233351,0.000106790512711569,"ptg000021l:14443500-14444500",143,-10.39,"2 17","713 736",16,"68.75%","75.00%"
"822","Cluster_14532","FUN_027999",0.516625672786021,0.000642752329138052,"ptg000021l:14443500-14444500",145,-10.07,"2 19","564 587",18,"66.67%","72.22%"
"823","Cluster_4752","FUN_028014",-0.504868178452078,0.000892604698567309,"ptg000021l:14685361-14686361",152,-12.3,"2 13","407 427",11,"90.91%","90.91%"
"824","Cluster_15097","FUN_028063",0.630493420834255,1.2977962811335e-05,"ptg000021l:15397505-15398505",140,-11.93,"2 9","210 231",7,"100.00%","100.00%"
"825","Cluster_14165","FUN_028030",0.55493880466497,0.000202161619965068,"ptg000021l:15097264-15098264",152,-19.06,"2 18","824 846",18,"72.22%","77.78%"
"826","Cluster_9706","FUN_028036",0.528559465584856,0.000454921792586283,"ptg000021l:15133087-15134087",154,-12.57,"2 15","580 601",13,"84.62%","84.62%"
"827","Cluster_4752","FUN_028041",0.529541729719888,0.000441909798333682,"ptg000021l:15182808-15183808",155,-12.08,"2 20","579 599",18,"61.11%","83.33%"
"828","Cluster_14532","FUN_028075",0.638020828290142,9.47929124746284e-06,"ptg000021l:15532220-15533220",167,-14.18,"2 20","767 789",18,"77.78%","83.33%"
"829","Cluster_14532","FUN_028082",0.572263379332059,0.000114250203877451,"ptg000021l:15570438-15571438",152,-10.51,"2 15","807 828",13,"84.62%","92.31%"
"830","Cluster_17245","FUN_028082",0.539538096205735,0.000327238175473723,"ptg000021l:15570438-15571438",150,-10.08,"2 19","153 175",17,"70.59%","70.59%"
"831","Cluster_4752","FUN_028100",0.583361979547992,7.7920326591683e-05,"ptg000021l:15814859-15815859",145,-11.75,"2 14","943 963",12,"75.00%","83.33%"
"832","Cluster_2372","FUN_028131",0.520572314020642,0.000574130201917309,"ptg000021l:16033919-16034919",154,-18.62,"2 21","766 786",19,"68.42%","78.95%"
"833","Cluster_17245","FUN_028149",-0.51131887371524,0.000746531063320957,"ptg000021l:16243513-16244513",140,-10.18,"2 9","111 133",7,"100.00%","100.00%"
"834","Cluster_4752","FUN_028200",0.555764221186382,0.000196878700575343,"ptg000021l:16809807-16810807",154,-16.15,"2 20","345 366",19,"68.42%","78.95%"
"835","Cluster_9706","FUN_028206",-0.594897499577383,5.15674448365896e-05,"ptg000021l:16853444-16854444",157,-12.69,"2 20","507 531",21,"76.19%","76.19%"
"836","Cluster_1832","FUN_028207",-0.50519701917199,0.000884584841025999,"ptg000021l:16870649-16871649",150,-13.36,"2 21","622 647",23,"60.87%","78.26%"
"837","Cluster_9706","FUN_028220",-0.585609108628824,7.1987991209378e-05,"ptg000021l:17002981-17003899",175,-29.04,"2 21","382 406",22,"81.82%","81.82%"
"838","Cluster_2372","FUN_028186",-0.507528039569206,0.000829548530552792,"ptg000021l:16688551-16689551",143,-10.85,"2 21","530 553",21,"61.90%","66.67%"
"839","Cluster_14610","FUN_028186",-0.508348878580563,0.000810906462003154,"ptg000021l:16688551-16689551",153,-16.91,"2 21","885 910",22,"72.73%","77.27%"
"840","Cluster_1865","FUN_028273",0.597961057541764,4.60894986034793e-05,"ptg000021l:17501336-17502336",152,-17.95,"2 23","110 132",21,"61.90%","76.19%"
"841","Cluster_17623","FUN_028273",0.608852994340503,3.06255957233754e-05,"ptg000021l:17501336-17502336",140,-11.77,"2 9","409 430",7,"100.00%","100.00%"
"842","Cluster_1865","FUN_028296",0.649031355270527,5.89536331622816e-06,"ptg000021l:17981846-17982846",154,-15.21,"2 22","951 972",20,"70.00%","75.00%"
"843","Cluster_3301","FUN_028298",0.537566340626256,0.000347473049570856,"ptg000021l:18007312-18008312",160,-16.57,"2 22","281 305",22,"68.18%","77.27%"
