"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"844","Cluster_1819","FUN_028335",0.597266231861577,4.72832935097118e-05,"ptg000021l:18461161-18461636",142,-11.36,"2 16","91 113",15,"66.67%","80.00%"
"845","Cluster_17623","FUN_028349",0.542097410353316,0.000302553248809724,"ptg000021l:18646531-18647531",154,-15.21,"2 19","104 125",17,"70.59%","76.47%"
"846","Cluster_2746","FUN_028357",0.686561453377839,1.00228533403057e-06,"ptg000021l:18832613-18833613",142,-12.14,"2 11","793 815",9,"88.89%","88.89%"
"847","Cluster_14605","FUN_028359",0.576633824236463,9.84289041035242e-05,"ptg000021l:18853665-18854449",165,-15.75,"2 20","298 318",18,"83.33%","83.33%"
"848","Cluster_2746","FUN_028360",0.62021049496128,1.96724980219811e-05,"ptg000021l:18859872-18860872",142,-12.14,"2 11","782 804",9,"88.89%","88.89%"
"849","Cluster_2746","FUN_028362",0.50036621552038,0.00100908873243256,"ptg000021l:18894440-18895440",142,-12.14,"2 11","794 816",9,"88.89%","88.89%"
"850","Cluster_4752","FUN_028485",0.563206631631588,0.000154573070404112,"ptg000021l:20578098-20579098",140,-12.6,"2 9","741 761",7,"100.00%","100.00%"
"851","Cluster_9532","FUN_028486",0.608289265805247,3.12919842092863e-05,"ptg000021l:20601597-20602597",147,-15.96,"2 21","33 56",20,"55.00%","80.00%"
"852","Cluster_14532","FUN_028490",0.516911196259812,0.000637552847785844,"ptg000021l:20650095-20651007",173,-19.08,"2 22","423 445",20,"75.00%","85.00%"
"853","Cluster_2500","FUN_028495",0.553247671220941,0.000213386223232873,"ptg000021l:20679837-20680837",171,-16.4,"2 21","437 459",20,"80.00%","85.00%"
"854","Cluster_14532","FUN_028495",0.639300690021353,8.97873404144146e-06,"ptg000021l:20679837-20680837",168,-20,"2 22","197 220",21,"71.43%","85.71%"
"855","Cluster_15097","FUN_028495",0.52856678936052,0.000454823519477729,"ptg000021l:20679837-20680837",147,-10.71,"2 21","404 427",21,"66.67%","66.67%"
"856","Cluster_4752","FUN_028503",-0.538542141407531,0.000337322844475395,"ptg000021l:20768053-20769053",143,-11.27,"2 18","499 518",16,"68.75%","75.00%"
"857","Cluster_15097","FUN_028586",0.515203577152301,0.000669216898183617,"ptg000022l:1108851-1109851",147,-12.87,"2 12","378 399",10,"90.00%","90.00%"
"858","Cluster_15097","FUN_028761",0.538259209866905,0.000340238126500454,"ptg000022l:3625285-3626285",145,-17.32,"2 10","214 235",8,"100.00%","100.00%"
"859","Cluster_2500","FUN_028827",0.552112631058013,0.00022123146171697,"ptg000022l:4680298-4681298",156,-11.45,"2 18","671 693",17,"76.47%","82.35%"
"860","Cluster_5517","FUN_028828",0.542289757809042,0.000300767437017049,"ptg000022l:4694176-4695176",140,-12.31,"2 9","1 10",7,"100.00%","100.00%"
"861","Cluster_2746","FUN_028904",0.675598872828664,1.7265289360195e-06,"ptg000022l:5751851-5752851",140,-14.99,"2 9","578 600",7,"100.00%","100.00%"
"862","Cluster_1865","FUN_028955",0.56817125589468,0.000131112955680694,"ptg000022l:6386862-6387862",159,-15.94,"2 19","582 603",17,"76.47%","88.24%"
"863","Cluster_14532","FUN_028967",0.558583548032742,0.000179759089164128,"ptg000022l:6534434-6535434",156,-13.24,"2 22","359 383",22,"68.18%","72.73%"
"864","Cluster_1819","FUN_028996",0.531766221653467,0.000413665932136954,"ptg000022l:6915142-6916142",150,-11.5,"2 11","732 753",9,"100.00%","100.00%"
"865","Cluster_14532","FUN_028996",0.550682560755306,0.000231485234498996,"ptg000022l:6915142-6916142",143,-11.09,"2 18","219 240",16,"68.75%","75.00%"
"866","Cluster_14532","FUN_028996",0.550682560755306,0.000231485234498996,"ptg000022l:6915142-6916142",152,-12.28,"2 22","264 288",22,"63.64%","72.73%"
"867","Cluster_1819","FUN_029039",0.51123307285331,0.00074832497534029,"ptg000022l:7540540-7541540",147,-11.6,"2 21","681 704",21,"66.67%","66.67%"
"868","Cluster_1865","FUN_029140",0.551784232120027,0.000223549247664837,"ptg000022l:8577090-8578090",153,-11.41,"2 23","76 102",24,"58.33%","75.00%"
"869","Cluster_2372","FUN_029153",0.502820005167867,0.000944027774575054,"ptg000022l:8746526-8747526",160,-15.67,"2 21","132 153",19,"68.42%","78.95%"
"870","Cluster_17623","FUN_029153",0.524854341049047,0.000507146025499081,"ptg000022l:8746526-8747526",149,-17.83,"2 18","522 543",16,"68.75%","75.00%"
"871","Cluster_4752","FUN_029230",0.578773993481125,9.14295005464218e-05,"ptg000022l:9421610-9422610",146,-11.7,"2 15","918 938",13,"76.92%","76.92%"
"872","Cluster_14532","FUN_029243",-0.560800169131168,0.000167254960080456,"ptg000022l:9513828-9514828",151,-11.43,"2 22","332 353",20,"65.00%","75.00%"
"873","Cluster_5516","FUN_029310",0.520627656270534,0.000573216370083655,"ptg000023l:362877-363877",154,-19.14,"2 21","662 688",24,"66.67%","75.00%"
"874","Cluster_17245","FUN_029420",0.507224127409862,0.00083654682116822,"ptg000023l:1726798-1727798",155,-14.28,"2 22","780 804",22,"68.18%","77.27%"
"875","Cluster_3109","FUN_029362",0.502190797803069,0.000960345206736553,"ptg000023l:1045378-1046378",154,-20.98,"2 20","682 707",22,"68.18%","72.73%"
"876","Cluster_15097","FUN_029365",0.534636352796464,0.000379618109441236,"ptg000023l:1153324-1154324",148,-15.57,"2 20","574 600",23,"69.57%","73.91%"
"877","Cluster_1865","FUN_029373",0.535105460013373,0.000374298667091262,"ptg000023l:1247674-1248674",166,-16.02,"2 23","668 691",21,"66.67%","80.95%"
"878","Cluster_1819","FUN_029376",0.590207584609209,6.11064021563469e-05,"ptg000023l:1282525-1283525",153,-12.19,"2 14","590 611",12,"83.33%","91.67%"
"879","Cluster_12083","FUN_029496",0.536254778370721,0.000361547340187416,"ptg000023l:2472762-2473762",155,-18.84,"2 20","239 259",18,"55.56%","88.89%"
"880","Cluster_12087","FUN_029496",0.552091344060176,0.000221381043407177,"ptg000023l:2472762-2473762",155,-18.84,"2 20","239 259",18,"55.56%","88.89%"
"881","Cluster_4752","FUN_029492",0.585002563609951,7.35474783483101e-05,"ptg000023l:2422269-2423269",154,-15.48,"2 18","361 381",17,"82.35%","82.35%"
"882","Cluster_1865","FUN_029516",0.514298302440825,0.000686565734817389,"ptg000023l:2701329-2702329",158,-11.18,"2 19","482 505",17,"64.71%","88.24%"
"883","Cluster_1865","FUN_029594",0.551278381977575,0.000227162250657507,"ptg000023l:3579812-3580812",156,-15.99,"2 23","244 266",21,"66.67%","76.19%"
"884","Cluster_1865","FUN_029594",0.551278381977575,0.000227162250657507,"ptg000023l:3579812-3580812",157,-12.45,"2 19","65 89",18,"66.67%","88.89%"
"885","Cluster_14532","FUN_029686",0.553510062562426,0.000211608659006598,"ptg000023l:4520134-4521134",144,-11.76,"2 21","64 84",19,"63.16%","78.95%"
"886","Cluster_5516","FUN_029768",0.526878673361387,0.000477984501585376,"ptg000023l:5518205-5519205",147,-11.52,"2 16","67 88",14,"71.43%","78.57%"
"887","Cluster_3301","FUN_029759",0.538498900178721,0.000337766938986564,"ptg000023l:5401602-5402602",160,-19,"2 13","942 964",11,"100.00%","100.00%"
"888","Cluster_5516","FUN_029761",-0.531976596867119,0.000411080431544593,"ptg000023l:5435889-5436889",149,-11,"2 14","175 196",12,"83.33%","83.33%"
"889","Cluster_3109","FUN_029883",0.544603131137267,0.000280018992029978,"ptg000023l:7303838-7304838",150,-14.33,"2 16","580 602",15,"73.33%","86.67%"
"890","Cluster_15097","FUN_029883",0.51462845918954,0.000680192644789062,"ptg000023l:7303838-7304838",152,-11.53,"2 17","331 352",15,"66.67%","86.67%"
"891","Cluster_17186","FUN_029903",0.521530758925394,0.000558486462555173,"ptg000023l:7703314-7704314",142,-17.75,"2 11","132 153",9,"88.89%","88.89%"
"892","Cluster_4036","FUN_030079",0.540202697953279,0.000320660083347864,"ptg000023l:9179938-9180938",154,-12.53,"2 20","242 264",19,"63.16%","84.21%"
"893","Cluster_5516","FUN_030079",0.500502986585983,0.00100536019103067,"ptg000023l:9179938-9180938",149,-13.44,"2 20","530 550",18,"61.11%","83.33%"
"894","Cluster_4752","FUN_030154",0.549356653704427,0.000241372238796971,"ptg000023l:9864096-9865096",142,-12.53,"2 20","385 406",19,"57.89%","73.68%"
"895","Cluster_1819","FUN_030162",0.544147581238694,0.000284000015564973,"ptg000023l:9955014-9956014",153,-11.71,"2 20","53 78",22,"72.73%","72.73%"
"896","Cluster_1865","FUN_030162",0.519047605476921,0.000599824081572293,"ptg000023l:9955014-9956014",148,-11.04,"2 23","430 457",25,"60.00%","72.00%"
"897","Cluster_14692","FUN_030717",0.755736000099294,1.7260651902562e-08,"ptg000023l:15271862-15272862",140,-12.08,"2 9","728 749",7,"100.00%","100.00%"
"898","Cluster_4752","FUN_030877",-0.51941115805195,0.000593606143037354,"ptg000023l:15985852-15986852",155,-12.45,"2 20","941 961",18,"66.67%","77.78%"
"899","Cluster_9706","FUN_030995",0.511607187751783,0.000740531067902673,"ptg000023l:16220968-16221968",146,-11.88,"2 18","291 310",16,"68.75%","81.25%"
"900","Cluster_9706","FUN_030988",0.53422620566536,0.000384324401492214,"ptg000023l:16156839-16157839",157,-14.04,"2 18","648 669",16,"75.00%","81.25%"
"901","Cluster_3227","FUN_031006",0.542343958359693,0.000300265935657812,"ptg000023l:16352431-16353431",164,-17.53,"2 21","730 753",19,"68.42%","84.21%"
"902","Cluster_17245","FUN_031038",0.503665795835011,0.000922481963743063,"ptg000023l:16616319-16617319",155,-10.28,"2 20","25 47",18,"66.67%","77.78%"
"903","Cluster_5516","FUN_031061",0.500533863465244,0.00100452014538083,"ptg000023l:16868761-16869761",153,-15.31,"2 19","85 107",18,"72.22%","77.78%"
"904","Cluster_14610","FUN_031071",0.577572709274658,9.53006539503086e-05,"ptg000023l:16979944-16980944",158,-13.03,"2 20","226 251",21,"71.43%","76.19%"
"905","Cluster_14610","FUN_031071",0.577572709274658,9.53006539503086e-05,"ptg000023l:16979944-16980944",167,-14.42,"2 22","371 396",23,"78.26%","78.26%"
"906","Cluster_2500","FUN_031092",0.660861368109263,3.46351376144517e-06,"ptg000023l:17251257-17252257",157,-11.9,"2 21","541 562",20,"75.00%","80.00%"
"907","Cluster_17623","FUN_031092",0.507978185283814,0.000819278591744336,"ptg000023l:17251257-17252257",157,-16.48,"2 19","835 858",19,"73.68%","78.95%"
"908","Cluster_2372","FUN_031206",0.566612782565285,0.000138105070385279,"ptg000023l:18005077-18006077",153,-16.36,"2 19","645 667",18,"72.22%","77.78%"
"909","Cluster_14532","FUN_031206",0.650615038157502,5.49747912021625e-06,"ptg000023l:18005077-18006077",156,-14.66,"2 20","24 46",19,"73.68%","84.21%"
"910","Cluster_1865","FUN_031232",0.620286161655853,1.96134313028027e-05,"ptg000023l:18325440-18326440",140,-10.19,"2 9","218 241",7,"100.00%","100.00%"
"911","Cluster_14610","FUN_031232",0.59191463421069,5.74631735914969e-05,"ptg000023l:18325440-18326440",151,-14.95,"2 21","940 963",20,"65.00%","75.00%"
"912","Cluster_3301","FUN_031252",0.521213690148548,0.000563618979284415,"ptg000023l:18577419-18578419",155,-12.1,"2 19","793 813",17,"76.47%","82.35%"
"913","Cluster_15097","FUN_031252",0.5946295334444,5.20736692759948e-05,"ptg000023l:18577419-18578419",148,-17.18,"2 18","852 876",19,"57.89%","84.21%"
"914","Cluster_1832","FUN_031258",0.534459355346225,0.000381642717101095,"ptg000023l:18648196-18649196",158,-15.96,"2 15","125 146",13,"84.62%","92.31%"
"915","Cluster_2746","FUN_031297",0.722236568193188,1.43428153111448e-07,"ptg000023l:19085237-19086237",154,-15.08,"2 22","352 375",22,"72.73%","72.73%"
"916","Cluster_2372","FUN_031294",0.624021077263836,1.68914216232939e-05,"ptg000023l:19059247-19060247",154,-14.29,"2 20","554 576",19,"68.42%","78.95%"
"917","Cluster_2372","FUN_031358",0.565165690831746,0.000144897260868241,"ptg000023l:20080373-20081373",144,-13.26,"2 17","90 111",15,"66.67%","73.33%"
"918","Cluster_17173","FUN_031392",-0.503240875872182,0.00093325118188292,"ptg000023l:20523908-20524908",149,-13.59,"2 20","97 120",20,"70.00%","75.00%"
"919","Cluster_17173","FUN_031396",-0.511790590960768,0.000736736726917847,"ptg000023l:20590972-20591972",150,-10.72,"2 21","584 604",19,"68.42%","73.68%"
"920","Cluster_17173","FUN_031396",-0.511790590960768,0.000736736726917847,"ptg000023l:20590972-20591972",170,-20.92,"2 20","228 250",19,"78.95%","89.47%"
"921","Cluster_4752","FUN_031497",-0.51260209253077,0.000720155026944661,"ptg000023l:22037574-22038574",152,-12.01,"2 13","259 279",11,"90.91%","90.91%"
"922","Cluster_4752","FUN_031522",-0.512749291071364,0.000717183162756587,"ptg000023l:22438218-22439218",141,-16.67,"2 19","572 595",20,"60.00%","70.00%"
"923","Cluster_2746","FUN_031544",0.641636941125164,8.12698270646792e-06,"ptg000023l:22747404-22748344",151,-14.1,"2 21","850 873",20,"70.00%","70.00%"
"924","Cluster_5516","FUN_031627",0.539910313963622,0.000323539271482293,"ptg000023l:23599024-23600024",144,-12.33,"2 20","635 660",22,"68.18%","72.73%"
"925","Cluster_2746","FUN_031632",0.546587839776093,0.000263253614051768,"ptg000023l:23661888-23662888",142,-13.79,"2 22","282 309",26,"61.54%","65.38%"
"926","Cluster_2746","FUN_031632",0.546587839776093,0.000263253614051768,"ptg000023l:23661888-23662888",155,-12.92,"2 20","799 821",18,"72.22%","72.22%"
"927","Cluster_14532","FUN_031646",0.666735035225807,2.63646380429155e-06,"ptg000023l:23848200-23849200",151,-11.61,"2 21","127 151",21,"66.67%","71.43%"
"928","Cluster_1865","FUN_031654",0.562203885993664,0.000159747992560011,"ptg000023l:24002278-24003278",147,-11.29,"2 23","307 335",26,"57.69%","76.92%"
"929","Cluster_2500","FUN_031679",0.53977829721072,0.000324846866512533,"ptg000023l:24335041-24336041",153,-10.78,"2 21","749 768",19,"68.42%","78.95%"
"930","Cluster_14532","FUN_031783",0.536760894780519,0.000356056768738421,"ptg000023l:25380709-25381709",152,-11.06,"2 22","40 65",23,"65.22%","69.57%"
"931","Cluster_14532","FUN_031840",-0.525680111416356,0.000495063592982782,"ptg000023l:25931752-25932752",145,-10.72,"2 10","683 705",8,"100.00%","100.00%"
"932","Cluster_17245","FUN_031855",0.509188970131463,0.000792214172882309,"ptg000023l:26068513-26069513",160,-13.68,"2 19","680 701",17,"82.35%","82.35%"
"933","Cluster_4752","FUN_031860",-0.626575604634813,1.52334859632905e-05,"ptg000023l:26123814-26124814",143,-14.16,"2 20","268 286",18,"66.67%","77.78%"
"934","Cluster_14532","FUN_031860",0.532346582338844,0.000406568430064808,"ptg000023l:26123814-26124814",146,-11.39,"2 19","887 907",17,"76.47%","76.47%"
"935","Cluster_1865","FUN_031932",0.505261942015052,0.000883009080921986,"ptg000023l:26915010-26916010",144,-13.79,"2 13","501 524",11,"81.82%","81.82%"
"936","Cluster_3109","FUN_031932",0.508088314704428,0.000816783316275173,"ptg000023l:26915010-26916010",154,-11.94,"2 20","735 758",20,"70.00%","75.00%"
"937","Cluster_2500","FUN_032043",-0.516271684237702,0.000649251092350954,"ptg000023l:28337506-28338506",158,-13.39,"2 21","257 277",19,"68.42%","84.21%"
"938","Cluster_2500","FUN_032018",0.658015565523458,3.94461450860413e-06,"ptg000023l:27998979-27999979",161,-11.66,"2 14","211 232",12,"91.67%","100.00%"
"939","Cluster_3301","FUN_032018",0.655678209975939,4.38488616847128e-06,"ptg000023l:27998979-27999979",154,-13.98,"2 15","466 488",13,"84.62%","84.62%"
"940","Cluster_4752","FUN_032138",0.507824289253514,0.000822776880894494,"ptg000023l:29156817-29157817",147,-13.4,"2 20","156 176",18,"61.11%","72.22%"
"941","Cluster_4752","FUN_032114",0.570233393091626,0.000122353108844684,"ptg000023l:28953668-28954668",151,-11.56,"2 20","919 939",18,"61.11%","77.78%"
"942","Cluster_1865","FUN_032117",0.501676824031533,0.000973859699180042,"ptg000023l:28974961-28975961",140,-12.76,"2 9","511 534",7,"100.00%","100.00%"
"943","Cluster_14532","FUN_032117",0.544212833059818,0.000283426680406593,"ptg000023l:28974961-28975961",151,-13.5,"2 21","57 83",23,"60.87%","73.91%"
"944","Cluster_1865","FUN_032238",0.511812901604784,0.000736276336519845,"ptg000023l:30038141-30039141",145,-11.65,"2 10","634 657",8,"100.00%","100.00%"
"945","Cluster_1865","FUN_032278",0.513985404915306,0.000692654749869535,"ptg000023l:30465545-30466545",149,-10.16,"2 23","598 622",22,"54.55%","77.27%"
"946","Cluster_14532","FUN_032340",0.594761713762197,5.18234009949572e-05,"ptg000023l:30982445-30983445",154,-11.58,"2 22","690 710",20,"65.00%","80.00%"
"947","Cluster_14532","FUN_032340",0.594761713762197,5.18234009949572e-05,"ptg000023l:30982445-30983445",165,-14.95,"2 22","299 321",20,"75.00%","75.00%"
"948","Cluster_14532","FUN_032346",0.523311136421736,0.00053043465459204,"ptg000023l:31053359-31054359",148,-12.58,"2 22","894 918",22,"59.09%","72.73%"
"949","Cluster_15097","FUN_032392",0.560932669873043,0.000166532994500913,"ptg000023l:31436696-31437696",158,-13.32,"2 20","635 657",19,"73.68%","78.95%"
"950","Cluster_9706","FUN_032493",-0.530298437643423,0.000432114050347608,"ptg000023l:32477799-32478799",153,-12.04,"2 21","800 819",19,"73.68%","73.68%"
"951","Cluster_2372","FUN_032446",0.54511439239024,0.000275610901453765,"ptg000023l:32055188-32056188",147,-12.53,"2 12","777 798",10,"90.00%","90.00%"
"952","Cluster_16354","FUN_032460",-0.581325797166493,8.36749080808296e-05,"ptg000023l:32152538-32153538",141,-11.58,"2 12","330 351",10,"90.00%","90.00%"
"953","Cluster_16354","FUN_032460",-0.581325797166493,8.36749080808296e-05,"ptg000023l:32152538-32153538",146,-18.04,"2 22","674 698",23,"65.22%","69.57%"
"954","Cluster_14532","FUN_032516",-0.514897796380845,0.000675032695974397,"ptg000023l:32807958-32808958",149,-10.16,"2 21","25 45",19,"68.42%","73.68%"
"955","Cluster_2746","FUN_032528",0.523262833294188,0.000531178782504196,"ptg000023l:32957181-32958181",152,-15.68,"2 22","102 125",21,"61.90%","76.19%"
"956","Cluster_3109","FUN_032552",0.524482952722497,0.000512665522166924,"ptg000023l:33135915-33136915",152,-18.08,"2 15","591 611",13,"84.62%","92.31%"
"957","Cluster_1865","FUN_032561",0.567935103255831,0.000132151458900965,"ptg000023l:33202688-33203688",147,-11.53,"2 21","34 59",21,"61.90%","71.43%"
"958","Cluster_3109","FUN_032561",0.596400606889006,4.88098495910031e-05,"ptg000023l:33202688-33203688",152,-18.08,"2 15","591 611",13,"84.62%","92.31%"
"959","Cluster_14532","FUN_032581",-0.545543053297125,0.000271963174832838,"ptg000023l:33409734-33410734",159,-12.35,"2 18","363 384",16,"81.25%","87.50%"
"960","Cluster_1865","FUN_032596",0.507367698549088,0.00083323423880928,"ptg000023l:33688760-33689760",148,-13,"2 22","9 33",21,"66.67%","66.67%"
"961","Cluster_2500","FUN_032630",0.692603198395849,7.35259799244245e-07,"ptg000023l:34094453-34095453",149,-10.14,"2 19","713 737",20,"65.00%","75.00%"
"962","Cluster_17245","FUN_032652",0.519324082711262,0.000595090151262568,"ptg000023l:34536755-34537755",142,-10.28,"2 17","921 942",15,"73.33%","73.33%"
"963","Cluster_1833","FUN_032876",0.500573156554296,0.00100345202717315,"ptg000023l:37089505-37090505",147,-11.82,"2 21","119 142",21,"66.67%","66.67%"
"964","Cluster_14532","FUN_032966",0.507589345552093,0.00082814314795439,"ptg000023l:38214580-38215580",147,-14.05,"2 21","862 887",22,"54.55%","77.27%"
"965","Cluster_4752","FUN_032994",0.54375331963244,0.000287486425096742,"ptg000023l:38658347-38659347",161,-11.96,"2 18","367 387",16,"75.00%","87.50%"
"966","Cluster_14610","FUN_033033",0.541187551859001,0.000311130406118855,"ptg000023l:39091159-39092159",152,-10.7,"2 15","786 807",13,"84.62%","92.31%"
"967","Cluster_5516","FUN_033072",0.560891599053237,0.000166756478503839,"ptg000023l:39638550-39639550",143,-15.64,"2 13","491 513",12,"83.33%","83.33%"
"968","Cluster_14605","FUN_033336",0.580271086179641,8.6804698575656e-05,"ptg000023l:42034049-42035049",150,-10.45,"2 16","473 495",15,"80.00%","80.00%"
"969","Cluster_17623","FUN_033336",0.624278381323774,1.67172570355149e-05,"ptg000023l:42034049-42035049",147,-12.73,"2 21","145 168",21,"61.90%","71.43%"
"970","Cluster_1819","FUN_033681",0.602430811130535,3.90426615821283e-05,"ptg000024l:270290-271290",152,-13.4,"2 15","943 963",13,"84.62%","92.31%"
